symbol,trend_5d_binary_state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
MCD,UNKNOWN,1,1,0,1,0,0,0.0,0,0.0,0.16073752023101773,0.9361810161530858,0.16073752023101773,0.9361810161530858,1,1
META,ALIGNED,46,46,26,20,0,0,56.52173913043478,26,56.52173913043478,1.26861456257062,0.9701867114562291,1.1412604180868935,1.0303605307537071,1,46
META,OPPOSING,57,57,33,24,0,0,57.89473684210526,31,54.3859649122807,1.220084277790061,1.0014594241163421,0.9985907596260087,0.7749912922326763,1,57
MNDY,ALIGNED,31,26,7,19,5,0,26.923076923076923,5,16.129032258064516,2.553635008240287,2.46532750695019,2.717632353534124,2.022413793103451,1,31
MNDY,OPPOSING,26,26,12,14,0,0,46.15384615384615,11,42.30769230769231,2.5678278168291206,2.646685232838071,2.6219487650354227,1.739134808059461,1,26
MRK,ALIGNED,37,37,20,17,0,0,54.054054054054056,20,54.054054054054056,1.2690692904668044,1.0157525475506983,0.9623938536190842,0.6730229949523371,1,37
MRK,OPPOSING,31,31,15,16,0,0,48.38709677419355,16,51.61290322580645,0.8630147229006823,1.611133584434969,0.7677145625229687,1.215441778449511,1,31
MRK,UNKNOWN,3,3,3,0,0,0,100.0,3,100.0,1.1602136895309114,0.6911431948145773,1.22255817010649,0.3154988826081174,1,3
MRNA,ALIGNED,38,38,21,17,0,0,55.26315789473684,18,47.36842105263158,3.1334417852187295,2.3372540358413723,2.324866039066829,1.9858897487145333,1,38
MRNA,OPPOSING,37,34,23,11,3,0,67.6470588235294,20,54.054054054054056,2.850385393157547,2.8916333862479515,2.5809094633346947,2.286813421671298,1,37
MRNA,UNKNOWN,3,3,2,1,0,0,66.66666666666667,3,100.0,1.182772817149213,3.1513208715288368,1.2916907653749654,3.3738191632928474,1,3
MRVL,ALIGNED,43,43,19,24,0,0,44.18604651162791,19,44.18604651162791,2.6258569036275405,2.440640859198623,2.5101717122956946,1.6895168106477825,1,43
MRVL,OPPOSING,42,40,21,19,2,0,52.5,21,50.0,2.777089095477237,2.105858775475809,1.6905407066487186,1.8694908899811313,1,42
MS,ALIGNED,41,41,17,24,0,0,41.46341463414634,18,43.90243902439025,0.8363396545151573,1.500612443782661,0.5135387488328638,1.2431626056688214,1,41
MS,OPPOSING,33,33,16,17,0,0,48.484848484848484,19,57.57575757575758,1.0385217019176178,0.7957115830610015,0.8345668125846485,0.5638291352577165,1,33
MSFT,ALIGNED,50,44,17,27,0,6,38.63636363636363,18,36.0,0.7945970658707917,0.8066139586402553,0.5749056366828047,0.6528240268842946,1,50
MSFT,OPPOSING,36,35,17,18,0,1,48.57142857142857,16,44.44444444444444,0.9371690947684628,0.912173857386223,0.8177332557533707,0.6458645856360647,1,36
MSFT,UNKNOWN,2,1,1,0,0,1,100.0,2,100.0,0.5194371686196969,0.3277915235989314,0.5194371686196969,0.3277915235989314,1,2
MU,ALIGNED,48,48,23,25,0,0,47.916666666666664,21,43.75,3.1160583229397143,2.118006507489365,2.0697792836476347,1.565163853623027,1,48
MU,OPPOSING,48,45,24,21,3,0,53.333333333333336,23,47.916666666666664,2.6032555936590613,1.9766350758364766,2.0342301977762194,1.6306068527035453,1,48
MU,UNKNOWN,1,1,1,0,0,0,100.0,1,100.0,0.6804841306945106,0.9921562516232906,0.6804841306945106,0.9921562516232906,1,1
NEE,ALIGNED,29,28,11,17,0,1,39.285714285714285,9,31.03448275862069,0.6510599254045664,1.1420635922400302,0.48035472348811503,0.9162065408652333,1,29
NEE,OPPOSING,29,28,13,15,0,1,46.42857142857143,14,48.275862068965516,1.0447674963092202,0.9474270867043292,0.6525205298807251,0.9692864650239382,1,29
NFLX,ALIGNED,34,34,15,19,0,0,44.11764705882353,16,47.05882352941177,1.238997219297703,1.1635167572064413,1.0349301536260174,0.9225046587172314,1,34
NFLX,OPPOSING,57,55,30,25,1,1,54.54545454545455,30,52.63157894736842,1.2087320840715152,1.0259565545205909,0.9915388683236384,0.9330035971223003,1,57
NFLX,UNKNOWN,2,2,2,0,0,0,100.0,2,100.0,1.7320372928932066,0.08462664382312429,1.7320372928932066,0.08462664382312429,1,2
NKE,ALIGNED,38,37,15,22,1,0,40.54054054054054,13,34.21052631578947,1.247062097215632,1.539301822718235,0.9630242215109883,1.367119470567745,1,38
NKE,OPPOSING,43,42,24,18,1,0,57.142857142857146,24,55.81395348837209,1.1409819111130923,1.265385922608063,0.9654506585752747,0.9682668836452498,1,43
NKE,UNKNOWN,1,1,1,0,0,0,100.0,1,100.0,0.9558338826631482,0.40375741595253367,0.9558338826631482,0.40375741595253367,1,1
NOW,ALIGNED,34,33,18,15,1,0,54.54545454545455,16,47.05882352941177,1.9550207136470557,1.4810311365468507,1.7642465565700405,1.2787653805740242,1,34
NOW,OPPOSING,26,26,12,14,0,0,46.15384615384615,11,42.30769230769231,1.9492217766505282,1.6685751333856915,1.6530462487824504,1.0801334303554877,1,26
NVDA,ALIGNED,53,53,27,26,0,0,50.943396226415096,21,39.62264150943396,1.3083473959908853,1.321338664132545,1.148758952034337,1.0349322904195564,1,53
NVDA,OPPOSING,52,52,31,21,0,0,59.61538461538461,31,59.61538461538461,1.6147042035089214,1.06738205516428,1.3979312306399834,0.8602504798352082,1,52
NVDA,UNKNOWN,2,2,0,2,0,0,0.0,0,0.0,0.08498111785718726,3.646728098629074,0.08498111785718726,3.646728098629074,1,2
ORCL,ALIGNED,48,46,22,24,2,0,47.82608695652174,29,60.416666666666664,1.8111468502188428,2.018277784995475,1.2896261584549036,1.499662489042679,1,48
ORCL,OPPOSING,53,53,26,27,0,0,49.056603773584904,21,39.62264150943396,2.1009404936346976,1.96835316394341,1.7367066895368832,1.4189949601213514,1,53
ORCL,UNKNOWN,2,2,0,2,0,0,0.0,0,0.0,0.798352304623888,1.6688225341918814,0.798352304623888,1.6688225341918814,1,2
OXY,ALIGNED,51,50,21,29,0,1,42.0,18,35.294117647058826,1.0976608597975617,1.4386406717512457,0.8594657375145287,0.8914813999559787,1,51
OXY,OPPOSING,35,35,16,19,0,0,45.714285714285715,17,48.57142857142857,1.236988795040909,1.2507120527114886,0.9048723897911846,1.0373815059917695,1,35
PANW,ALIGNED,28,28,12,16,0,0,42.857142857142854,15,53.57142857142857,1.4853338524765323,1.6991344528610737,0.9854914452502268,1.4296706776714934,1,28
PANW,OPPOSING,34,34,16,18,0,0,47.05882352941177,13,38.23529411764706,1.228585630922363,1.5479113250427954,1.0049101570470278,1.1944886464508282,1,34
PANW,UNKNOWN,2,2,2,0,0,0,100.0,1,50.0,1.481045626355256,0.6994811106144772,1.481045626355256,0.6994811106144772,1,2
PEP,ALIGNED,32,30,17,13,0,2,56.666666666666664,11,34.375,0.845900712401393,0.853374144973923,0.6847595643644174,0.6018952811313167,1,32
PEP,OPPOSING,42,40,21,19,0,2,52.5,19,45.23809523809524,0.7429539712554238,0.8112445202992103,0.6240438767397296,0.680277511309088,1,42
PFE,ALIGNED,31,28,12,16,0,3,42.857142857142854,14,45.16129032258065,0.9040262505057597,0.9497956914812529,0.6813958290315885,0.9045419553502672,1,31
PFE,OPPOSING,42,42,23,19,0,0,54.76190476190476,24,57.142857142857146,0.9291225383267212,0.7740321364719255,0.6075840559192756,0.638326943441782,1,42
PFE,UNKNOWN,2,2,2,0,0,0,100.0,2,100.0,1.7532325255049903,0.1807357006166295,1.7532325255049903,0.1807357006166295,1,2
PLTR,ALIGNED,44,43,26,17,1,0,60.46511627906977,27,61.36363636363637,1.9787711732314945,1.943213060303117,1.3615929872008348,1.5178844513890968,1,44
PLTR,OPPOSING,38,38,15,23,0,0,39.473684210526315,18,47.36842105263158,2.2934521837914765,1.7330450085450173,1.735485454940833,1.592469661480467,1,38
PLTR,UNKNOWN,2,2,2,0,0,0,100.0,1,50.0,4.544360303491189,1.0143042831369051,4.544360303491189,1.0143042831369051,1,2
PYPL,ALIGNED,44,44,23,21,0,0,52.27272727272727,17,38.63636363636363,1.3113625959347321,1.0981601811036437,0.8755129185363522,0.7178184566008098,1,44
PYPL,OPPOSING,39,38,24,14,1,0,63.1578947368421,23,58.97435897435897,1.472203781757668,1.5590790859471753,1.1673850574712619,1.0506465517241395,1,39
QCOM,ALIGNED,42,41,19,22,1,0,46.34146341463415,17,40.476190476190474,1.7968681075793342,1.4264579139998177,1.2094014023356727,1.0349491940932491,1,42
QCOM,OPPOSING,34,32,16,16,2,0,50.0,14,41.1764705882353,1.5330587210440048,1.6890255029279662,1.211461626223774,1.3203468842906645,1,34
QCOM,UNKNOWN,2,2,0,2,0,0,0.0,0,0.0,0.36244835887447974,1.3513858762095339,0.36244835887447974,1.3513858762095339,1,2
QQQ,ALIGNED,47,43,20,23,0,4,46.51162790697674,24,51.06382978723404,0.6305186287368008,0.6992295112767163,0.43768011527376616,0.579697396199872,1,47
QQQ,OPPOSING,59,53,27,26,0,6,50.943396226415096,33,55.932203389830505,0.7209553888836054,0.5980371568143663,0.6168687349269094,0.5375210999852501,1,59
QQQ,UNKNOWN,2,2,1,1,0,0,50.0,1,50.0,0.7335801437686759,0.594980915587573,0.7335801437686759,0.594980915587573,1,2
RBLX,ALIGNED,40,39,21,18,1,0,53.84615384615385,18,45.0,2.126829571476427,2.374413476622403,1.766251220838649,1.8373468955662147,1,40
RBLX,OPPOSING,30,30,12,18,0,0,40.0,12,40.0,1.8222450982179665,2.231390922473888,1.5054589336617448,2.1983616553723593,1,30
RBLX,UNKNOWN,4,4,4,0,0,0,100.0,3,75.0,1.8959916960942507,0.7769971656265894,1.973336742160969,0.595398884097047,1,4
REGN,ALIGNED,26,26,12,14,0,0,46.15384615384615,14,53.84615384615385,1.4793753913204744,1.1952081356916382,1.27064615250565,1.113195329944002,1,26
REGN,OPPOSING,17,17,6,11,0,0,35.294117647058826,8,47.05882352941177,1.0244890390843062,2.1123046969373407,0.34964435684291084,2.0194511552995222,1,17
REGN,UNKNOWN,1,1,1,0,0,0,100.0,1,100.0,4.339250493096647,0.2840236686390528,4.339250493096647,0.2840236686390528,1,1
RTX,ALIGNED,26,26,11,15,0,0,42.30769230769231,12,46.15384615384615,1.0614842149634554,1.1171529991018814,0.7555237828800055,0.7930095529677526,1,26
RTX,OPPOSING,33,32,22,10,0,1,68.75,24,72.72727272727273,1.1350748176071233,0.7130905815875577,0.7305134018232249,0.4644162448071521,1,33
RTX,UNKNOWN,2,2,2,0,0,0,100.0,0,0.0,1.7074047210497147,0.15405572038667545,1.7074047210497147,0.15405572038667545,1,2
SBUX,ALIGNED,44,44,20,24,0,0,45.45454545454545,18,40.90909090909091,1.253276888523281,1.3714315200305214,0.8097653226087795,1.2619024609955702,1,44
SBUX,OPPOSING,45,45,25,20,0,0,55.55555555555556,27,60.0,1.4326284403138145,1.000088497744058,1.1798469387755095,0.8236844582509648,1,45
SBUX,UNKNOWN,1,1,1,0,0,0,100.0,0,0.0,1.996891067798639,0.2869783570488998,1.996891067798639,0.2869783570488998,1,1
SCHW,ALIGNED,27,26,13,13,1,0,50.0,15,55.55555555555556,1.00269661780698,0.9958820533201656,0.6999121265377778,0.8104368452263225,1,27
SCHW,OPPOSING,28,28,16,12,0,0,57.142857142857146,15,53.57142857142857,0.991191080189427,0.8232174281787012,1.0459488865529911,0.7987608023839208,1,28
SCHW,UNKNOWN,1,1,1,0,0,0,100.0,1,100.0,0.6626678091973864,1.136818051985136,0.6626678091973864,1.136818051985136,1,1
SHOP,ALIGNED,38,38,18,20,0,0,47.36842105263158,17,44.73684210526316,2.5021563959640916,1.5561428494787748,1.9476978549641595,0.9357083000348412,1,38
SHOP,OPPOSING,46,43,21,22,3,0,48.83720930232558,27,58.69565217391305,2.358331411017158,1.5732320106062456,1.5844138683162408,1.4540584469106874,1,46
SLB,ALIGNED,40,40,17,23,0,0,42.5,13,32.5,1.1056029530663225,1.3255504935815094,0.8199865201481595,1.0134273063320816,1,40
SLB,OPPOSING,33,33,14,19,0,0,42.42424242424242,14,42.42424242424242,1.3722995694584166,1.5430485507635892,1.1963816749343557,0.9052281544430113,1,33
SLB,UNKNOWN,1,1,1,0,0,0,100.0,1,100.0,1.2897420515897025,0.419916016796621,1.2897420515897025,0.419916016796621,1,1
SNOW,ALIGNED,33,31,12,19,2,0,38.70967741935484,14,42.42424242424242,2.0940137469816857,2.0195150775420094,1.5277171540811874,1.7230400419522875,1,33
SNOW,OPPOSING,37,37,23,14,0,0,62.16216216216216,23,62.16216216216216,1.57015536759348,1.7631640323146274,1.0976287513894056,1.7341539169446765,1,37
SNOW,UNKNOWN,2,2,1,1,0,0,50.0,1,50.0,1.5802181326918932,0.917343526039179,1.5802181326918932,0.917343526039179,1,2
SPY,ALIGNED,55,42,15,27,0,13,35.714285714285715,26,47.27272727272727,0.4350684022061432,0.5186134334929726,0.37536479132113776,0.527507812276017,1,55
SPY,OPPOSING,55,36,23,13,0,19,63.888888888888886,32,58.18181818181818,0.4929885208719719,0.4652489323705784,0.4237739466516657,0.26818039601304466,1,55
T,ALIGNED,37,36,17,19,0,1,47.22222222222222,14,37.83783783783784,1.0237733362832604,1.072395401714278,0.7746352008647085,0.7377550910828615,1,37
T,OPPOSING,36,36,18,18,0,0,50.0,16,44.44444444444444,1.1726556624319917,1.1428664945054186,1.0431327454455537,0.8725726147121107,1,36
T,UNKNOWN,3,3,3,0,0,0,100.0,2,66.66666666666667,0.8649229294555538,0.2460763993473791,0.8294266137756957,0.28272628921746135,1,3
TEAM,ALIGNED,29,28,16,12,1,0,57.142857142857146,14,48.275862068965516,2.9434570123860957,2.0668156206590558,2.628356099858683,1.9968865746953668,1,29
TEAM,OPPOSING,35,33,14,19,2,0,42.42424242424242,16,45.714285714285715,2.341734666732469,2.362764761596416,1.9098287974899275,2.258706792440518,1,35
TGT,ALIGNED,32,31,14,17,1,0,45.16129032258065,12,37.5,1.3872408859829775,1.2002961201013123,1.0883199027853119,0.9067244377580119,1,32
TGT,OPPOSING,33,33,19,14,0,0,57.57575757575758,19,57.57575757575758,1.3648074648085635,1.0092350741965475,1.1964524765729523,0.7577883805781612,1,33
TGT,UNKNOWN,1,1,0,1,0,0,0.0,1,100.0,0.22469505670874573,1.3909693986732414,0.22469505670874573,1.3909693986732414,1,1
TMO,ALIGNED,26,26,11,15,0,0,42.30769230769231,9,34.61538461538461,1.4211414081612246,1.5299283669436814,0.9876093341661716,1.4849311353519095,1,26
TMO,OPPOSING,26,26,16,10,0,0,61.53846153846154,11,42.30769230769231,1.380439984972168,1.0422908927326595,1.1806803564281,1.0277531303360783,1,26
TMO,UNKNOWN,2,2,2,0,0,0,100.0,2,100.0,0.9094105281730711,0.8637102417493993,0.9094105281730711,0.8637102417493993,1,2
TMUS,ALIGNED,31,30,16,14,0,1,53.333333333333336,12,38.70967741935484,1.0449795818609389,0.8796890372724173,0.8815542093168937,0.9581178113882858,1,31
TMUS,OPPOSING,29,29,8,21,0,0,27.586206896551722,13,44.827586206896555,0.8765473781678732,1.3116519387426406,0.7508704224170444,0.7893586173566728,1,29
TMUS,UNKNOWN,1,1,1,0,0,0,100.0,0,0.0,1.690129147460651,0.1411901499107194,1.690129147460651,0.1411901499107194,1,1
TQQQ,ALIGNED,50,50,27,23,0,0,54.0,27,54.0,2.0152690233152946,2.1894109767973178,1.6186311443544017,1.7241794936860688,1,50
TQQQ,OPPOSING,52,52,32,20,0,0,61.53846153846154,25,48.07692307692308,2.148497530241886,1.8193203664468458,1.8788693271834471,1.6195619027766188,1,52
TQQQ,UNKNOWN,2,2,1,1,0,0,50.0,1,50.0,2.172931915481288,1.827774340560697,2.172931915481288,1.827774340560697,1,2
TSLA,ALIGNED,51,51,18,33,0,0,35.294117647058826,17,33.333333333333336,1.824804556736783,1.4951751890013696,1.4101921822047332,1.1074410939256272,1,51
TSLA,OPPOSING,48,48,25,23,0,0,52.083333333333336,24,50.0,1.8339357878451412,1.7286158738186612,1.8079196554687473,1.1269106802908309,1,48
TSLA,UNKNOWN,1,1,0,1,0,0,0.0,0,0.0,0.03561578126874372,2.8840388535795674,0.03561578126874372,2.8840388535795674,1,1
TXN,ALIGNED,32,32,15,17,0,0,46.875,13,40.625,1.7594325339626242,1.273134241937975,1.4853445526082898,1.0381423085094088,1,32
TXN,OPPOSING,40,39,20,19,0,1,51.282051282051285,18,45.0,1.2802774790200364,0.9748844521076107,1.0074905574491622,0.8394164912158721,1,40
TXN,UNKNOWN,1,1,1,0,0,0,100.0,1,100.0,2.666702764166019,0.07309743617510404,2.666702764166019,0.07309743617510404,1,1
UBER,ALIGNED,33,33,17,16,0,0,51.515151515151516,17,51.515151515151516,1.339335380624957,1.6453464269422544,0.9128108278250028,1.2677640323075443,1,33
UBER,OPPOSING,40,40,19,21,0,0,47.5,23,57.5,1.1568633430803124,1.509595941067844,1.0573922916582683,1.3998695449428706,1,40
UBER,UNKNOWN,2,2,2,0,0,0,100.0,2,100.0,1.2804014014125018,0.8087659788180412,1.2804014014125018,0.8087659788180412,1,2
UNH,ALIGNED,39,39,24,15,0,0,61.53846153846154,17,43.58974358974359,1.043230577962147,1.290155648442976,0.8146481495849173,1.4689158453373696,1,39
UNH,OPPOSING,46,46,28,18,0,0,60.869565217391305,22,47.82608695652174,1.2179175036494,1.48342907432729,1.025789448303347,0.8955555243058719,1,46
UNH,UNKNOWN,3,3,2,1,0,0,66.66666666666667,1,33.333333333333336,1.5745667852778047,1.3596662558210884,1.5324631860776463,1.2717536813922392,1,3
UPS,ALIGNED,28,28,14,14,0,0,50.0,14,50.0,1.0591122776057216,1.0933602135225773,0.805357723978088,0.8266987048477059,1,28
UPS,OPPOSING,41,41,18,23,0,0,43.90243902439025,14,34.146341463414636,1.4356389193385306,0.9794950577900123,0.8630835995994066,0.677784279305644,1,41
UPS,UNKNOWN,1,1,1,0,0,0,100.0,1,100.0,0.8372093023255837,0.8062015503875981,0.8372093023255837,0.8062015503875981,1,1
URI,ALIGNED,18,17,8,9,1,0,47.05882352941177,6,33.333333333333336,1.0327539115903814,1.3646738336718351,0.9568341387209026,1.0767188749086718,1,18
URI,OPPOSING,11,11,5,6,0,0,45.45454545454545,4,36.36363636363637,1.4675035552084859,1.2038681263693731,1.1729988933972517,0.9950898453823659,1,11
V,ALIGNED,32,31,13,18,0,1,41.935483870967744,15,46.875,0.9119537322200569,0.866718868904703,0.7056207350580125,0.7240903219839614,1,32
V,OPPOSING,34,34,20,14,0,0,58.8235294117647,16,47.05882352941177,0.7593394629870884,0.9222708663225455,0.7000850217737398,0.7990320493282558,1,34
V,UNKNOWN,2,1,1,0,0,1,100.0,2,100.0,0.767158886824271,0.35254287820215247,0.767158886824271,0.35254287820215247,1,2
VRTX,ALIGNED,24,24,11,13,0,0,45.833333333333336,9,37.5,0.8003883187373285,1.3400967761677822,0.5836631621769954,1.0236209456263183,1,24
VRTX,OPPOSING,22,22,8,14,0,0,36.36363636363637,8,36.36363636363637,1.1727718835866872,1.4232331958039954,0.8682831197397094,1.2104772317411885,1,22
VRTX,UNKNOWN,2,2,1,1,0,0,50.0,1,50.0,1.1627163778967886,0.44105792961556567,1.1627163778967886,0.44105792961556567,1,2
VZ,ALIGNED,28,28,12,16,0,0,42.857142857142854,16,57.142857142857146,1.084729179879332,0.7497753076900876,0.8443929387858782,0.7464948655893497,1,28
VZ,OPPOSING,34,34,15,19,0,0,44.11764705882353,13,38.23529411764706,1.1541371714474014,1.073443740884664,0.8524241484757467,0.8648513517038743,1,34
VZ,UNKNOWN,2,2,2,0,0,0,100.0,1,50.0,0.883366484363997,0.31760886363116225,0.883366484363997,0.31760886363116225,1,2
WMT,ALIGNED,30,30,18,12,0,0,60.0,11,36.666666666666664,1.0419049389781223,0.7527449500712196,0.8970704415136238,0.7366675951794193,1,30
WMT,OPPOSING,35,33,13,20,0,2,39.39393939393939,18,51.42857142857143,1.0752649074803593,0.8780333282944713,0.7471918452174728,0.6413218930332549,1,35
WMT,UNKNOWN,1,1,1,0,0,0,100.0,1,100.0,0.9549312853678329,0.9195634599838285,0.9549312853678329,0.9195634599838285,1,1
XOM,ALIGNED,45,45,21,24,0,0,46.666666666666664,19,42.22222222222222,0.9083222249546385,1.1125366891481996,0.7547900135475234,0.969940580216707,1,45
XOM,OPPOSING,42,41,23,18,0,1,56.09756097560975,24,57.142857142857146,0.7641424011055664,1.0657745197643262,0.5964471977941448,1.043819535842682,1,42
XOM,UNKNOWN,3,3,2,1,0,0,66.66666666666667,2,66.66666666666667,0.7245898529470874,0.5121325297964404,0.799019607843135,0.3823529411764711,1,3
