feature,research_period,n,winner_mean,loser_mean,outcome_difference,confirmed_mean,not_confirmed_mean,confirmation_difference
c2_vs_c1_volume_ratio,DISCOVERY,4272,2.787273133723368,1.898696235309989,0.8885768984133788,2.4613679222142,2.286423108768155,0.17494481344604518
c2_vs_c1_volume_ratio,VALIDATION,4185,4.648901540272292,3.6576054518004537,0.9912960884718385,3.80801133406774,4.376417407941889,-0.568406073874149
c1_rvol_20d,DISCOVERY,4272,1.569087551773951,1.6347747634816798,-0.06568721170772873,1.6172512724941397,1.5710973230268124,0.046153949467327315
c1_rvol_20d,VALIDATION,4185,1.758399266960579,1.8930719435016063,-0.13467267654102733,1.8957904017870046,1.755482532606937,0.14030786918006766
c2_rvol_20d,DISCOVERY,4272,1.9864590414550032,2.2133721894365133,-0.22691314798151008,1.9702783040157796,2.1979537571231633,-0.22767545310738369
c2_rvol_20d,VALIDATION,4185,2.314498132939769,2.1141710095543385,0.20032712338543046,2.3049785606944906,2.235512390762036,0.06946616993245458
opening_2m_rvol_20d,DISCOVERY,4272,1.4128479852834455,1.520395078110414,-0.10754709282696862,1.441655682515243,1.4794493553212873,-0.0377936728060444
opening_2m_rvol_20d,VALIDATION,4185,1.478046798086943,1.4093101428670405,0.06873665521990246,1.4917508895421114,1.4254424484282644,0.06630844111384704
c1_rvol_60d,DISCOVERY,4272,1.7620014264424846,1.6083960794243006,0.15360534701818396,1.7396223379033808,1.6218866189681562,0.11773571893522461
c1_rvol_60d,VALIDATION,4185,1.8309963821264308,1.8054901400931582,0.025506242033272564,1.9517830029145842,1.6963105832945864,0.2554724196199978
c2_rvol_60d,DISCOVERY,4272,1.9414531606124938,2.110060897641735,-0.16860773702924114,1.9520981707026899,2.1036670531360344,-0.15156888243334454
c2_rvol_60d,VALIDATION,4185,2.2541096584694125,2.055138588567181,0.19897106990223135,2.278269323916334,2.162759755450841,0.1155095684654932
opening_2m_rvol_60d,DISCOVERY,4272,1.4292325875174685,1.467148415281385,-0.03791582776391644,1.44649970110497,1.451072920329175,-0.00457321922420495
opening_2m_rvol_60d,VALIDATION,4185,1.455419354218646,1.3788007948489156,0.07661855936973039,1.4758264047888454,1.395153652848558,0.08067275194028745
