research_period,volume_state,context_state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,volume_feature,context_feature
VALIDATION,BOTH_ABOVE_BASELINE,NONE,775,753,372,381,15,7,49.40239043824701,48.12903225806452,1.6601618854170708,1.5753356288488136,1.1454086585129029,1.0687507345164005,112,155,opening_participation_state,aligned_exhaustion_state
VALIDATION,BOTH_ABOVE_BASELINE,ONE,235,232,113,119,3,0,48.706896551724135,47.234042553191486,1.9127721175032808,1.625418346848111,1.3595603124096003,1.2698819907644916,97,111,opening_participation_state,aligned_exhaustion_state
VALIDATION,BOTH_BELOW_BASELINE,MULTIPLE,314,306,131,175,7,1,42.810457516339866,42.038216560509554,1.8040884027251691,1.8308699274343947,1.1642758930503934,1.3841331375402337,93,126,opening_participation_state,aligned_exhaustion_state
VALIDATION,BOTH_BELOW_BASELINE,NONE,669,652,310,342,4,13,47.54601226993865,49.92526158445441,1.294146766476804,1.3442583633789233,0.9451483759131586,1.0129024478475865,107,151,opening_participation_state,aligned_exhaustion_state
VALIDATION,BOTH_BELOW_BASELINE,ONE,279,274,140,134,4,1,51.09489051094891,48.028673835125446,1.6963099470645935,1.5905984875259038,1.1963737243634303,1.1101138756567732,98,118,opening_participation_state,aligned_exhaustion_state
VALIDATION,MIXED,MULTIPLE,376,370,188,182,6,0,50.810810810810814,48.40425531914894,1.9391100376434602,1.6436148668958668,1.3677731388084122,1.1258241273435785,98,137,opening_participation_state,aligned_exhaustion_state
VALIDATION,MIXED,NONE,779,763,400,363,11,5,52.424639580602886,47.36842105263158,1.4242561345983231,1.3355431461453982,1.0663368877896244,0.9826715382656384,111,157,opening_participation_state,aligned_exhaustion_state
VALIDATION,MIXED,ONE,261,256,128,128,4,1,50.0,44.06130268199234,1.7390926792555164,1.479503674827375,1.278631220678871,1.2397225077081184,101,127,opening_participation_state,aligned_exhaustion_state
DISCOVERY,HIGH,CONSENSUS_ALIGNED,371,369,187,182,1,1,50.67750677506775,45.55256064690027,1.498562745423221,1.4538980123196368,1.0859869403155942,1.041083622523236,103,125,c2_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,HIGH,CONSENSUS_OPPOSING,401,390,195,195,8,3,50.0,45.13715710723192,1.4875620260965698,1.537003759915521,0.9572940488220025,1.158322486032151,102,128,c2_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,HIGH,MIXED,32,31,19,12,0,1,61.29032258064516,50.0,1.8664296536433282,1.3688264684490485,1.3318715030243329,0.8606538473849441,30,6,c2_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,LOW,CONSENSUS_ALIGNED,407,396,201,195,0,11,50.75757575757576,43.98034398034398,1.143143956671495,1.1523829062954085,0.7985444253512504,0.8022199798183527,109,128,c2_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,LOW,CONSENSUS_OPPOSING,381,371,194,177,0,10,52.2911051212938,46.981627296587924,1.1932234066549865,1.1548964308901328,0.9176316364430731,0.715287607772496,105,121,c2_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,LOW,MIXED,16,16,5,11,0,0,31.25,43.75,1.4114453350001548,1.6296919748593472,0.758035810106594,1.2848925772149395,16,6,c2_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,MODERATE,CONSENSUS_ALIGNED,1173,1145,576,569,1,27,50.30567685589519,43.39300937766411,1.3081113854473425,1.1411571064152708,0.9211187405794746,0.8180781868168705,112,144,c2_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,MODERATE,CONSENSUS_OPPOSING,1152,1128,575,553,4,20,50.97517730496454,47.482638888888886,1.2338574301021927,1.2256928219147614,0.8847510671956778,0.8869329208494197,111,145,c2_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,MODERATE,MIXED,86,85,35,50,0,1,41.1764705882353,47.674418604651166,1.4366392499915257,1.5222656110063102,1.1395859808657063,1.160571375518598,64,6,c2_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,UNKNOWN,CONSENSUS_ALIGNED,46,44,25,19,0,2,56.81818181818182,65.21739130434783,1.236110835980876,1.2684551927485164,0.9650363920561931,1.037725611642224,35,8,c2_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,UNKNOWN,CONSENSUS_OPPOSING,64,61,31,30,0,3,50.81967213114754,62.5,0.9236141575794601,1.284298279261059,0.6349123008862757,0.9615146306149052,52,6,c2_rvol_20d_discovery_state,market_prior_5d_consensus
DISCOVERY,UNKNOWN,UNKNOWN,143,141,91,50,0,2,64.53900709219859,60.83916083916084,1.230568193605538,1.037823061218928,0.9549312853678329,0.7626422621142857,83,6,c2_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,HIGH,CONSENSUS_ALIGNED,416,399,191,208,17,0,47.86967418546366,44.71153846153846,1.727350760175663,1.8278222058915738,1.1753592855470865,1.3583063728416382,102,135,c2_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,HIGH,CONSENSUS_OPPOSING,363,352,188,164,11,0,53.40909090909091,49.31129476584022,2.1590462717830525,1.6090698443814715,1.7093023255814008,1.2010569300984866,99,129,c2_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,HIGH,MIXED,64,63,35,28,1,0,55.55555555555556,50.0,1.8186116077676466,1.49954522769373,1.2834142523458798,1.1085513153751978,44,13,c2_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,LOW,CONSENSUS_ALIGNED,405,391,181,210,8,6,46.29156010230179,44.19753086419753,1.4724100154866875,1.428333121157861,0.9918845807033313,1.0976478973628003,105,132,c2_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,LOW,CONSENSUS_OPPOSING,368,361,212,149,3,4,58.72576177285318,55.43478260869565,1.57261601931857,1.3633033759596462,1.2248427110337303,1.0025311044224436,106,129,c2_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,LOW,MIXED,67,67,30,37,0,0,44.776119402985074,50.74626865671642,1.4038766535290257,1.4284623647625108,0.8069665321623607,1.0522390047683712,52,12,c2_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,MODERATE,CONSENSUS_ALIGNED,1177,1159,518,641,12,6,44.69370146678171,44.18011894647409,1.5467310326586312,1.5490289780059079,1.0890927846245695,1.1215519854501503,112,148,c2_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,MODERATE,CONSENSUS_OPPOSING,1129,1102,561,541,15,12,50.90744101633394,47.65279007971656,1.7824455430098547,1.5311466177911566,1.2639623750734852,1.0506465517241395,111,148,c2_rvol_20d_discovery_state,market_prior_5d_consensus
VALIDATION,MODERATE,MIXED,196,194,98,96,2,0,50.51546391752577,53.06122448979592,1.3945462526554622,1.6646878723985776,1.0378286967269967,1.2528305917836762,91,13,c2_rvol_20d_discovery_state,market_prior_5d_consensus
