quarter,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction,feature,feature_label
2025Q4,MODERATE,1043,1016,557,459,1,26,54.82283464566929,517,49.56855225311601,1.3379611442977029,1.186725038937455,0.9673518742442528,0.8098328642811995,112,64,ALL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q1,EXTREME,441,428,230,198,13,0,53.73831775700935,219,49.65986394557823,2.2221173187882375,1.6618326360492093,1.7104099085815345,1.249024199843873,103,61,ALL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q1,LOW,249,243,118,125,4,2,48.559670781893004,109,43.77510040160642,1.2756245012291596,1.4703873959923677,0.9639330813629897,1.0767257047147243,101,58,ALL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q1,MODERATE,879,870,462,408,7,2,53.10344827586207,414,47.098976109215016,1.4788405063437238,1.336709590265193,1.1012201127099763,0.9903584832405782,112,61,ALL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q2,EXTREME,519,506,250,256,13,0,49.40711462450593,236,45.472061657032754,2.1392020764099553,2.05957923547168,1.5924136697083566,1.447963800904968,103,62,ALL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q2,LOW,260,250,125,125,4,6,50.0,134,51.53846153846154,1.5131388359018427,1.2862358080812089,1.0327668218576518,0.8694786331386168,98,61,ALL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q2,MODERATE,848,837,424,413,5,6,50.65710872162485,408,48.113207547169814,1.607647055111985,1.3752232846105326,1.1159213949638978,1.0261832371015873,112,62,ALL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q3,EXTREME,357,340,154,186,17,0,45.294117647058826,176,49.299719887955185,1.922521897274522,2.0070101540167578,1.3468177177031078,1.4941022280471792,100,41,ALL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q3,LOW,180,176,85,91,1,3,48.29545454545455,89,49.44444444444444,1.295903363680073,1.2779463518035439,0.8321140833189964,0.9488651580925406,80,40,ALL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q3,MODERATE,558,547,261,286,3,8,47.714808043875685,259,46.415770609319,1.5194077590760806,1.4187961440806551,1.0868800969851908,1.0346141910017135,110,41,ALL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q2,EXTREME,74,74,42,32,0,0,56.75675675675676,47,63.513513513513516,1.5899809456317042,1.5404278943787382,0.9901575157919115,1.210236762240028,46,22,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q2,LOW,60,58,27,31,0,2,46.55172413793103,31,51.666666666666664,0.8190596789368563,1.187117199132487,0.6102120422433783,1.0657739211219224,45,20,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q2,MODERATE,241,236,117,119,0,5,49.57627118644068,120,49.79253112033195,0.963574570742498,1.1743787185200596,0.7125330313325741,0.9679640354785088,97,25,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q2,EXTREME,66,66,35,31,0,0,53.03030303030303,32,48.484848484848484,1.5206616933835957,1.494493247082927,1.2400394608749072,0.9906715985744043,46,20,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q2,LOW,63,61,35,26,0,2,57.377049180327866,30,47.61904761904762,0.9898953393557886,0.8753380545825591,0.7250156478197448,0.5195888800394449,41,22,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q2,MODERATE,185,183,102,81,0,2,55.73770491803279,90,48.648648648648646,1.3680420959436197,0.9907111981391322,1.0148522826122086,0.6981896498459819,82,25,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q3,EXTREME,195,188,79,109,7,0,42.02127659574468,72,36.92307692307692,1.4301809301849464,1.8822369995128354,1.0667144172720844,1.4651397777029258,76,52,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q3,LOW,186,174,71,103,0,12,40.804597701149426,73,39.24731182795699,0.9135637427868248,1.0394320494718037,0.6766484159556969,0.7971693660017036,81,61,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q3,MODERATE,474,471,215,256,1,2,45.64755838641189,188,39.66244725738397,1.036446517127635,1.1539919624260535,0.780546175611429,0.8559418130749068,109,64,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q3,EXTREME,160,159,78,81,1,0,49.056603773584904,72,45.0,1.6072880533061564,1.4760978948898154,1.195836680178116,1.0741562339247737,72,58,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q3,LOW,145,139,63,76,0,6,45.32374100719424,76,52.41379310344828,0.9556186856188376,1.1798666929468262,0.6693312080918907,0.8711354858127036,79,52,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q3,MODERATE,465,459,237,222,0,6,51.63398692810458,204,43.87096774193548,1.157001449159809,1.092455959604253,0.8507621410847205,0.7917498336659997,109,64,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q4,EXTREME,142,140,68,72,2,0,48.57142857142857,62,43.66197183098591,1.9979235183909045,1.7340870485131936,1.5186172753582188,1.274803829255926,71,49,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q4,LOW,190,182,98,84,0,8,53.84615384615385,85,44.73684210526316,1.3924662912763437,1.1169980251065528,0.8856474473648027,0.648237283844644,91,62,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q4,MODERATE,482,472,254,218,1,9,53.813559322033896,237,49.170124481327804,1.4960114431653442,1.2007337587622213,1.0953680556053045,0.8863545111168138,108,64,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q4,EXTREME,158,154,67,87,2,2,43.506493506493506,65,41.139240506329116,1.5909585938941075,1.8774255634272166,1.040452761457054,1.4135081360717665,73,54,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q4,LOW,169,161,78,83,0,8,48.4472049689441,82,48.5207100591716,0.9989897147399702,1.1675718272932905,0.7253544345532587,0.9161562612589433,88,57,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q4,MODERATE,561,544,303,241,0,17,55.6985294117647,280,49.91087344028521,1.2021674828820108,1.174689026538993,0.887468771997626,0.7591795021534568,109,64,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q1,EXTREME,195,191,108,83,4,0,56.544502617801044,97,49.743589743589745,2.3785619085472987,1.6144888346888737,1.8800468651920084,1.2312760847487967,81,57,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q1,LOW,114,112,59,53,2,0,52.67857142857143,52,45.6140350877193,1.2800725671550888,1.4387233650011,1.0089560396712898,1.1163203709076746,71,52,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q1,MODERATE,424,423,228,195,1,0,53.90070921985816,202,47.64150943396226,1.4965072839316986,1.2500000329731298,1.1526626124120758,0.9351452819642445,106,61,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q1,EXTREME,246,237,122,115,9,0,51.47679324894515,122,49.59349593495935,2.098106363491422,1.699361259078744,1.6027614751226396,1.2973930626007526,89,58,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q1,LOW,135,131,59,72,2,2,45.038167938931295,57,42.22222222222222,1.2718683566694862,1.4971259110516606,0.9387892565462735,1.0752322297458123,80,50,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q1,MODERATE,455,447,234,213,6,2,52.348993288590606,212,46.59340659340659,1.4623773993166884,1.4175114634340609,1.0658771280533006,1.052844705405959,108,61,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q2,EXTREME,258,250,122,128,8,0,48.8,114,44.18604651162791,1.934532980547551,2.1831215221994387,1.5463991533210888,1.665518811258191,88,59,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q2,LOW,131,125,60,65,2,4,48.0,71,54.19847328244275,1.3625711504811242,1.4077039731043313,0.8375988832015019,0.9221070985481004,71,53,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q2,MODERATE,413,406,209,197,3,4,51.477832512315274,204,49.39467312348668,1.5106332194130578,1.458613846375104,1.067785624125813,1.137114677422075,110,62,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q2,EXTREME,261,256,128,128,5,0,50.0,122,46.74329501915709,2.3415186539291137,1.9374569750281483,1.6287750254496112,1.3552542372881324,91,62,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q2,LOW,129,125,65,60,2,2,52.0,63,48.83720930232558,1.666040904042262,1.162884415693387,1.1680855276183002,0.8376612497905846,75,55,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q2,MODERATE,435,431,215,216,2,2,49.88399071925754,204,46.89655172413793,1.699754443947978,1.296050176544399,1.1317775048254008,0.9433354797166795,108,62,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q3,EXTREME,165,162,74,88,3,0,45.67901234567901,84,50.90909090909091,1.806686094794322,1.9818506679343768,1.1667219091813,1.50885900421033,80,41,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q3,LOW,96,94,49,45,0,2,52.12765957446808,52,54.166666666666664,1.3801155061273855,1.1527377245252324,1.004229514955953,0.9383034936354984,64,37,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q3,MODERATE,297,291,141,150,1,5,48.45360824742268,140,47.138047138047135,1.6227007004674527,1.3947628336763136,1.0923788369806648,0.9875163033351987,97,41,BEAR,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q3,EXTREME,192,178,80,98,14,0,44.943820224719104,92,47.916666666666664,2.0220682900309437,2.028631587368804,1.5110880377201101,1.4578598458216012,77,41,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q3,LOW,84,82,36,46,1,1,43.90243902439025,37,44.04761904761905,1.1996609151688586,1.4210419258359,0.6766656168990481,0.9943604894995539,54,35,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2026Q3,MODERATE,261,256,120,136,2,3,46.875,119,45.593869731800766,1.4018675154238298,1.4461443938511125,1.0531898772541335,1.0883648613630517,96,41,BULL,c1_to_c2_close_progress_pct,C1_TO_C2_PROGRESS
2025Q2,EXTREME,155,151,66,85,0,4,43.70860927152318,66,42.58064516129032,1.0877580334618502,1.161441703952537,0.7081723850640024,0.9165508569916082,83,25,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q2,LOW,104,102,49,53,0,2,48.03921568627451,52,50.0,1.0789047248301524,1.1547562949390606,0.7092282579377447,1.0187721401935308,68,25,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q2,MODERATE,430,425,243,182,0,5,57.1764705882353,232,53.95348837209303,1.241930050198322,1.1748610974672524,0.9237040276406503,0.8579670276454812,104,25,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q3,EXTREME,305,299,134,165,3,3,44.81605351170568,116,38.032786885245905,1.1129501141985254,1.1216878716970127,0.8153416149068363,0.9095378564405084,106,62,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q3,LOW,327,321,160,161,1,5,49.84423676012461,157,48.01223241590214,1.1328220309463533,1.3204063160504285,0.8540634344680269,0.8829300196206656,99,64,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q3,MODERATE,993,970,449,521,5,18,46.28865979381443,412,41.49043303121853,1.1721426681932856,1.2575261379217189,0.8531602980052797,0.9044094604358155,110,64,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q4,EXTREME,348,340,164,176,1,7,48.23529411764706,132,37.93103448275862,1.1559304742985659,1.1982994640834808,0.8512063693880648,0.8702903392814327,105,63,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q4,LOW,373,364,192,172,1,8,52.747252747252745,194,52.01072386058981,1.3859722338135583,1.3554809565145627,0.962625577413838,0.9838722749007293,104,64,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q4,MODERATE,981,949,512,437,3,29,53.951527924130666,485,49.43934760448522,1.4727181241737854,1.2921248407991512,1.0469789288779174,0.8572021236635979,112,64,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q1,EXTREME,281,274,128,146,5,2,46.715328467153284,123,43.77224199288256,1.4366105060710863,1.470601322683569,1.073410668950699,1.143024373928663,102,61,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q1,LOW,317,312,159,153,4,1,50.96153846153846,152,47.94952681388013,1.508554855131724,1.48542966641348,1.141866748228582,1.1007295533085877,102,61,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q1,MODERATE,971,955,523,432,15,1,54.76439790575916,467,48.094747682801234,1.7668234831978116,1.4313513985744073,1.2946498206208052,1.0616987179487203,111,61,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q2,EXTREME,343,336,169,167,5,2,50.29761904761905,152,44.31486880466473,1.6519090545527,1.4325403677590918,1.2974199595481206,1.0508104707513006,110,61,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q2,LOW,269,264,123,141,2,3,46.59090909090909,140,52.04460966542751,1.7266812083004717,1.5147388746006996,1.1682242990654206,1.1347087378640803,97,60,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q2,MODERATE,1015,993,507,486,15,7,51.05740181268882,486,47.881773399014776,1.8087336226421735,1.6460159362085627,1.1962315920561775,1.1261241007194278,111,62,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q3,EXTREME,219,213,98,115,4,2,46.009389671361504,97,44.29223744292238,1.3632652636256077,1.695626425131731,1.054292619706475,1.217651536119566,91,41,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q3,LOW,192,188,97,91,3,1,51.59574468085106,98,51.041666666666664,1.6790932443437703,1.3894784585889532,1.1351268111727904,0.9471090910020685,92,40,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q3,MODERATE,684,662,305,357,14,8,46.07250755287009,329,48.099415204678365,1.6761571004471616,1.608332113381137,1.1524287274090943,1.155165819808036,111,41,ALL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q2,EXTREME,80,77,31,46,0,3,40.25974025974026,32,40.0,0.9547722193044766,1.2611543204503697,0.6586353947008983,0.9793106678033439,59,23,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q2,LOW,50,50,24,26,0,0,48.0,29,58.0,0.8382508381745771,1.0846218664806684,0.649413116583095,0.9774796192702266,43,19,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q2,MODERATE,245,241,131,110,0,4,54.356846473029044,137,55.91836734693877,1.1458339706482144,1.2780429727969278,0.843756792538578,1.0104840085692102,96,25,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q2,EXTREME,75,74,35,39,0,1,47.2972972972973,34,45.333333333333336,1.2296095685630486,1.0550815796881823,0.8879444465525868,0.7796305229260901,58,23,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q2,LOW,54,52,25,27,0,2,48.07692307692308,23,42.592592592592595,1.3017323976593886,1.2196955805486833,0.9317038664547966,1.1029333181035532,36,21,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q2,MODERATE,185,184,112,72,0,1,60.869565217391305,95,51.351351351351354,1.369192425818735,1.038214830138764,1.148758952034337,0.5858173480230489,83,25,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q3,EXTREME,153,149,65,84,3,1,43.624161073825505,58,37.908496732026144,1.1953176584891485,1.0841149710254654,0.8590400941413825,0.8911767961917489,75,57,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q3,LOW,179,176,82,94,1,2,46.59090909090909,72,40.22346368715084,1.0202381959662352,1.284904315138919,0.7875417130144651,0.9040914607312446,87,60,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q3,MODERATE,523,508,218,290,4,11,42.91338582677165,203,38.814531548757174,1.0986186383099754,1.3604116698278106,0.815252396989262,0.9734196829432988,108,64,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q3,EXTREME,152,150,69,81,0,2,46.0,58,38.1578947368421,1.030040678169148,1.159507962504557,0.8046592415189819,0.9535740955804417,84,56,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q3,LOW,148,145,78,67,0,3,53.793103448275865,85,57.432432432432435,1.26898761514528,1.3633445468825915,0.9380809895837661,0.8747429072361244,73,57,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q3,MODERATE,470,462,231,231,1,7,50.0,209,44.46808510638298,1.2539577057017353,1.143038620502812,0.8857385498757724,0.8432585920401969,109,64,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q4,EXTREME,153,149,74,75,1,3,49.66442953020134,62,40.52287581699346,1.2914667615135744,1.1588694004687254,0.9673518742442528,0.8882750599694721,86,52,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q4,LOW,189,186,97,89,0,3,52.1505376344086,95,50.264550264550266,1.5357761045582516,1.3816638498469398,1.018784964878737,0.9663041820208869,85,62,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q4,MODERATE,472,459,249,210,2,11,54.248366013071895,227,48.09322033898305,1.6557100684038628,1.2686062955290736,1.177305530097305,0.8463098548094653,107,64,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q4,EXTREME,195,191,90,101,0,4,47.12041884816754,70,35.8974358974359,1.0495866181760205,1.229236898611981,0.7288565733203329,0.8536251028088655,84,53,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q4,LOW,184,178,95,83,1,5,53.37078651685393,99,53.80434782608695,1.2320976057116717,1.3285865715155452,0.8661146945645859,0.9840668017078875,89,60,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2025Q4,MODERATE,509,490,263,227,1,18,53.673469387755105,258,50.68762278978389,1.3030281483847943,1.3139337865112866,0.8758402530644537,0.8663028649385961,111,64,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q1,EXTREME,119,118,56,62,1,0,47.45762711864407,56,47.05882352941177,1.4807966469178842,1.5160437528506927,0.9865080516466078,1.1735887686458164,72,50,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q1,LOW,161,158,78,80,3,0,49.36708860759494,79,49.06832298136646,1.3856024331460195,1.4795273739268149,1.1211485723503796,1.1372053505293946,83,53,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q1,MODERATE,453,450,261,189,3,0,58.0,216,47.682119205298015,1.865276248321647,1.3029286679108458,1.3861978928461636,0.9487659847772008,107,61,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q1,EXTREME,162,156,72,84,4,2,46.15384615384615,67,41.358024691358025,1.404152785325599,1.4372207721287067,1.0969121185156423,1.1061241712975387,87,53,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q1,LOW,156,154,81,73,1,1,52.5974025974026,73,46.794871794871796,1.6354480598733805,1.491521134941385,1.1562232501600898,1.0704225862058427,83,54,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q1,MODERATE,518,505,262,243,12,1,51.881188118811885,251,48.455598455598455,1.6807248295277395,1.543659307822657,1.2269539349722112,1.1323899167520708,108,61,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q2,EXTREME,162,157,76,81,4,1,48.40764331210191,68,41.97530864197531,1.4743352457399352,1.616101384054258,1.2169855614580636,1.2602778562506614,88,56,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q2,LOW,125,122,60,62,1,2,49.18032786885246,68,54.4,1.5613961071650082,1.5335016662441394,1.114388725008205,0.9653647752395007,69,54,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q2,MODERATE,515,502,255,247,8,5,50.79681274900398,253,49.12621359223301,1.6844291769056168,1.7409047752616182,1.1993656247935147,1.273378432152797,111,62,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q2,EXTREME,181,179,93,86,1,1,51.95530726256983,84,46.408839779005525,1.8108425187939594,1.268248187428612,1.3801231845487019,0.9223029625489184,90,56,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q2,LOW,144,142,63,79,1,1,44.36619718309859,72,50.0,1.8701578585916725,1.4984517290768808,1.2095779959273496,1.1839671462550232,81,54,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q2,MODERATE,500,491,252,239,7,2,51.323828920570264,233,46.6,1.936767201750827,1.5482804319839152,1.1846253013444525,1.0151916756093535,106,62,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q3,EXTREME,111,109,55,54,0,2,50.45871559633027,56,50.450450450450454,1.2215181973055127,1.5448379610914422,0.7680330306688337,1.0268453285444668,71,40,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q3,LOW,98,97,49,48,0,1,50.51546391752577,50,51.02040816326531,1.7935443250512377,1.2992239176886264,1.1351268111727904,0.902208451625918,70,37,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q3,MODERATE,349,341,160,181,4,4,46.9208211143695,170,48.710601719197705,1.7225803395764827,1.5848475236413297,1.165492738265909,1.1382799325463726,105,41,BEAR,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q3,EXTREME,108,104,43,61,4,0,41.34615384615385,41,37.96296296296296,1.5089497484545944,1.8506034576175838,1.2145623199052251,1.428492076750036,67,40,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q3,LOW,94,91,48,43,3,0,52.747252747252745,48,51.06382978723404,1.559771904882794,1.4835736182509964,1.1470218118779485,1.0291295687280964,64,35,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
2026Q3,MODERATE,335,321,145,176,10,4,45.17133956386293,159,47.46268656716418,1.6277937856527347,1.6327981486623093,1.1507433828921922,1.178203240058899,97,41,BULL,c2_favorable_clv_pct,C2_FAVORABLE_CLV
