sensitivity,period_type,period,feature,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
BASE,research_period,DISCOVERY,positive_candidate_state,POSITIVE_CANDIDATE,845,829,422,407,8,8,50.90470446320869,48.16568047337278,1.3775728339916486,1.3714925973680252,0.9631240589823935,0.9194302721088381,108,145
BASE,research_period,DISCOVERY,negative_candidate_state,NEGATIVE_CANDIDATE,229,222,123,99,0,7,55.4054054054054,44.10480349344978,1.2549186666634582,1.0843862768368164,0.947700947700928,0.7253232418795309,92,98
BASE,research_period,VALIDATION,positive_candidate_state,POSITIVE_CANDIDATE,717,697,387,310,18,2,55.52367288378766,51.04602510460251,2.069407279785624,1.668026660960909,1.5724843029393805,1.2179585180655284,107,143
BASE,research_period,VALIDATION,negative_candidate_state,NEGATIVE_CANDIDATE,227,224,85,139,1,2,37.94642857142857,36.563876651982376,1.146739209943934,1.4413455951868563,0.8288488897136164,1.1372053505293946,87,83
BASE,validation_subperiod,VALIDATION_OLDER,positive_candidate_state,POSITIVE_CANDIDATE,370,358,200,158,11,1,55.865921787709496,51.62162162162162,1.960461945325173,1.4905024036990844,1.4397460180791604,1.2218495976526835,102,70
BASE,validation_subperiod,VALIDATION_OLDER,negative_candidate_state,NEGATIVE_CANDIDATE,120,120,49,71,0,0,40.833333333333336,35.0,0.9902189982097698,1.508078365753,0.6472910857257146,1.1877226604097215,69,40
BASE,validation_subperiod,VALIDATION_NEWER,positive_candidate_state,POSITIVE_CANDIDATE,347,339,187,152,7,1,55.1622418879056,50.43227665706052,2.185573774743454,1.8573176557357651,1.6901917291591912,1.2161389882473193,92,73
BASE,validation_subperiod,VALIDATION_NEWER,negative_candidate_state,NEGATIVE_CANDIDATE,107,104,36,68,1,2,34.61538461538461,38.3177570093458,1.3222758960009404,1.3665051048323034,0.9559546144912097,1.0268453285444668,66,43
EXCLUDE_SPY_QQQ_TQQQ,research_period,DISCOVERY,positive_candidate_state,POSITIVE_CANDIDATE,828,812,410,402,8,8,50.49261083743843,48.067632850241544,1.3646815911584265,1.3802225128883687,0.9515537645786479,0.9277393042826032,107,145
EXCLUDE_SPY_QQQ_TQQQ,research_period,DISCOVERY,negative_candidate_state,NEGATIVE_CANDIDATE,228,221,122,99,0,7,55.203619909502265,43.85964912280702,1.2546753950426055,1.0842995118509,0.9468838095259584,0.7176768498902619,91,97
EXCLUDE_SPY_QQQ_TQQQ,research_period,VALIDATION,positive_candidate_state,POSITIVE_CANDIDATE,689,669,372,297,18,2,55.60538116591928,51.523947750362844,2.0603778413896805,1.6498037771325023,1.5609960242728682,1.1984483020176473,106,143
EXCLUDE_SPY_QQQ_TQQQ,research_period,VALIDATION,negative_candidate_state,NEGATIVE_CANDIDATE,227,224,85,139,1,2,37.94642857142857,36.563876651982376,1.146739209943934,1.4413455951868563,0.8288488897136164,1.1372053505293946,87,83
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_OLDER,positive_candidate_state,POSITIVE_CANDIDATE,356,344,194,150,11,1,56.395348837209305,52.52808988764045,1.9477835923800697,1.4649178593510286,1.43334487627852,1.1914954954324148,101,70
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_OLDER,negative_candidate_state,NEGATIVE_CANDIDATE,120,120,49,71,0,0,40.833333333333336,35.0,0.9902189982097698,1.508078365753,0.6472910857257146,1.1877226604097215,69,40
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_NEWER,positive_candidate_state,POSITIVE_CANDIDATE,333,325,178,147,7,1,54.76923076923077,50.450450450450454,2.1807488703609157,1.8474595931391227,1.6901917291591912,1.198594750981601,91,73
EXCLUDE_SPY_QQQ_TQQQ,validation_subperiod,VALIDATION_NEWER,negative_candidate_state,NEGATIVE_CANDIDATE,107,104,36,68,1,2,34.61538461538461,38.3177570093458,1.3222758960009404,1.3665051048323034,0.9559546144912097,1.0268453285444668,66,43
