symbol,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,feature,state
HAL,11,10,5,5,1,0,50.0,45.45454545454545,1.133425738818948,1.8770929553826767,0.9933009933009926,2.3349668492360776,1,11,positive_candidate_state,POSITIVE_CANDIDATE
HD,8,8,3,5,0,0,37.5,37.5,0.5199301198854096,0.9606036581845663,0.4431883111612085,0.853436918428425,1,8,positive_candidate_state,POSITIVE_CANDIDATE
HON,5,5,4,1,0,0,80.0,40.0,1.502283192796427,1.1652932454324603,0.9387892565462735,1.3056984758761274,1,5,positive_candidate_state,POSITIVE_CANDIDATE
HOOD,29,28,17,11,1,0,60.714285714285715,51.724137931034484,2.476167337784464,2.2378009939072916,2.017570407734344,1.4091122592766558,1,29,positive_candidate_state,POSITIVE_CANDIDATE
IBM,18,18,10,8,0,0,55.55555555555556,44.44444444444444,1.4218817052875943,1.3796410557302832,0.9494583142353262,1.1219653994799803,1,18,positive_candidate_state,POSITIVE_CANDIDATE
INTC,28,28,15,13,0,0,53.57142857142857,39.285714285714285,2.517528403353512,2.4998691301643725,1.9867746048690815,1.1829721623932288,1,28,positive_candidate_state,POSITIVE_CANDIDATE
ISRG,10,10,5,5,0,0,50.0,50.0,1.4674345491323881,1.098497495629706,1.263614648059855,0.5708118100645526,1,10,positive_candidate_state,POSITIVE_CANDIDATE
IWM,15,11,6,5,0,4,54.54545454545455,53.333333333333336,0.8064887298189691,0.5846545318070678,0.49596503026227595,0.24768824306473855,1,15,positive_candidate_state,POSITIVE_CANDIDATE
JNJ,6,6,1,5,0,0,16.666666666666668,16.666666666666668,0.4078561835274574,0.9295923231198184,0.24627628696259274,0.6325594860464907,1,6,positive_candidate_state,POSITIVE_CANDIDATE
JPM,12,12,6,6,0,0,50.0,33.333333333333336,0.9574575005914858,1.025560101332363,0.7302088530316664,0.9774278389294284,1,12,positive_candidate_state,POSITIVE_CANDIDATE
KLAC,24,24,13,11,0,0,54.166666666666664,54.166666666666664,2.0922358355307216,2.035528170239107,1.5020893750067323,1.5310011972474427,1,24,positive_candidate_state,POSITIVE_CANDIDATE
LLY,13,12,5,7,1,0,41.666666666666664,30.76923076923077,1.2016618764627418,1.4984271261469087,1.2100519341208482,1.2216233872284856,1,13,positive_candidate_state,POSITIVE_CANDIDATE
LMT,6,6,4,2,0,0,66.66666666666667,50.0,1.2205949987036497,1.0290931770877236,1.2269905386391062,0.795364794425544,1,6,positive_candidate_state,POSITIVE_CANDIDATE
LOW,6,6,1,5,0,0,16.666666666666668,33.333333333333336,0.6713008338940392,1.0632769457931628,0.6743932108711559,0.843042792117997,1,6,positive_candidate_state,POSITIVE_CANDIDATE
LRCX,21,21,11,10,0,0,52.38095238095238,47.61904761904762,2.2236574262261293,2.044388973797562,1.902491469172156,2.0477095207937426,1,21,positive_candidate_state,POSITIVE_CANDIDATE
LULU,20,20,10,10,0,0,50.0,45.0,2.2750122383127893,1.3565491088975432,2.101251811174613,0.8812967794949669,1,20,positive_candidate_state,POSITIVE_CANDIDATE
MA,9,9,5,4,0,0,55.55555555555556,55.55555555555556,1.495142502475271,0.5155191493523494,1.3376570733684694,0.3171010197130375,1,9,positive_candidate_state,POSITIVE_CANDIDATE
MCD,6,6,3,3,0,0,50.0,50.0,1.36297924563595,0.6554782218941939,1.2330325398507274,0.6571899294101027,1,6,positive_candidate_state,POSITIVE_CANDIDATE
META,26,26,15,11,0,0,57.69230769230769,50.0,1.1309394376394863,0.9805291128695431,0.8222400617368637,0.8798893517145627,1,26,positive_candidate_state,POSITIVE_CANDIDATE
MNDY,18,18,11,7,0,0,61.111111111111114,55.55555555555556,2.8567436087931988,1.8624091419756192,2.975011913125064,1.5412673153907621,1,18,positive_candidate_state,POSITIVE_CANDIDATE
MRK,7,7,4,3,0,0,57.142857142857146,57.142857142857146,0.7516065671294994,2.072012169663057,0.594125026629121,1.8233001299263787,1,7,positive_candidate_state,POSITIVE_CANDIDATE
MRNA,17,16,11,5,1,0,68.75,52.94117647058823,2.840448649883652,3.008574266269956,2.5158478605388335,1.9227716727716706,1,17,positive_candidate_state,POSITIVE_CANDIDATE
MRVL,27,25,14,11,2,0,56.0,51.851851851851855,2.5524157824568494,2.331537973306087,1.6686452974541626,2.05707491082044,1,27,positive_candidate_state,POSITIVE_CANDIDATE
MS,16,16,8,8,0,0,50.0,37.5,0.8691914549656092,0.8673480661223534,0.8308167012132015,0.5212160065123228,1,16,positive_candidate_state,POSITIVE_CANDIDATE
MSFT,15,15,10,5,0,0,66.66666666666667,46.666666666666664,0.939804022079013,0.8421516381035766,0.8371898327945783,0.7452675510508272,1,15,positive_candidate_state,POSITIVE_CANDIDATE
MU,35,32,15,17,3,0,46.875,42.857142857142854,2.632246843652542,2.1028924972069123,1.9988151918730843,1.6377236629650342,1,35,positive_candidate_state,POSITIVE_CANDIDATE
NEE,7,6,4,2,0,1,66.66666666666667,42.857142857142854,0.9045693565811176,1.1523648292731774,0.627746390458249,1.1688545225678766,1,7,positive_candidate_state,POSITIVE_CANDIDATE
NFLX,18,18,12,6,0,0,66.66666666666667,55.55555555555556,1.0865743382643356,0.9013418838572078,1.043568967397225,0.7476473760532011,1,18,positive_candidate_state,POSITIVE_CANDIDATE
NKE,13,13,7,6,0,0,53.84615384615385,69.23076923076923,1.0983548991808667,1.4283660362937771,0.5921421141073817,0.9682668836452498,1,13,positive_candidate_state,POSITIVE_CANDIDATE
NOW,11,11,5,6,0,0,45.45454545454545,45.45454545454545,1.6590915378501814,1.5652340657741726,1.9707130149172067,1.045091905200936,1,11,positive_candidate_state,POSITIVE_CANDIDATE
NVDA,28,28,18,10,0,0,64.28571428571429,57.142857142857146,1.8582597731024701,0.8804788403826079,1.6251463105229598,0.6606813797966224,1,28,positive_candidate_state,POSITIVE_CANDIDATE
ORCL,29,29,12,17,0,0,41.37931034482759,34.48275862068966,1.7985273642106767,2.319205363891277,1.7367066895368832,1.6529680365296826,1,29,positive_candidate_state,POSITIVE_CANDIDATE
OXY,14,14,6,8,0,0,42.857142857142854,57.142857142857146,0.9899284905982986,1.1740350335915664,0.6082007131805766,0.9760030217787277,1,14,positive_candidate_state,POSITIVE_CANDIDATE
PANW,16,16,8,8,0,0,50.0,37.5,1.369355044329545,1.6698300789073737,1.2002555749328523,1.3284227347336248,1,16,positive_candidate_state,POSITIVE_CANDIDATE
PEP,7,6,5,1,0,1,83.33333333333333,71.42857142857143,0.8192043200180408,0.4603006922889562,0.8655172413793072,0.4078559327351482,1,7,positive_candidate_state,POSITIVE_CANDIDATE
PFE,9,9,4,5,0,0,44.44444444444444,77.77777777777777,1.2656379298312652,0.7851732228557313,0.6782167079168194,0.6491027109583876,1,9,positive_candidate_state,POSITIVE_CANDIDATE
PLTR,19,19,8,11,0,0,42.10526315789474,52.63157894736842,2.330734459483504,1.8710346522648176,1.7626016260162654,1.5888300433317317,1,19,positive_candidate_state,POSITIVE_CANDIDATE
PYPL,15,15,10,5,0,0,66.66666666666667,60.0,1.7332870130132993,1.3318491059779292,1.219963031423297,1.0506465517241395,1,15,positive_candidate_state,POSITIVE_CANDIDATE
QCOM,21,20,8,12,1,0,40.0,23.80952380952381,1.6557137608659485,1.8686377792707876,1.2646954043462746,1.3841979956813022,1,21,positive_candidate_state,POSITIVE_CANDIDATE
RBLX,12,12,6,6,0,0,50.0,50.0,1.8280766194602334,2.043558046558139,1.6391607869760099,2.3228863328164753,1,12,positive_candidate_state,POSITIVE_CANDIDATE
REGN,4,4,2,2,0,0,50.0,50.0,0.629532646131199,2.616710823728398,0.5153821303000214,2.3110805922443576,1,4,positive_candidate_state,POSITIVE_CANDIDATE
RTX,10,9,5,4,0,1,55.55555555555556,70.0,0.9461409486123585,0.8333641204469144,0.5597659438296578,0.6856591987990852,1,10,positive_candidate_state,POSITIVE_CANDIDATE
SBUX,16,16,7,9,0,0,43.75,43.75,1.4922560529831919,0.8327947494382042,1.1015069926873378,0.8281632708215415,1,16,positive_candidate_state,POSITIVE_CANDIDATE
SCHW,5,5,4,1,0,0,80.0,80.0,1.1767901564055834,0.7653834617320572,1.163099474215305,0.9400393010781145,1,5,positive_candidate_state,POSITIVE_CANDIDATE
SHOP,24,22,12,10,2,0,54.54545454545455,58.333333333333336,2.1215002794501765,1.490756223673612,1.478806796868831,1.1723379916684507,1,24,positive_candidate_state,POSITIVE_CANDIDATE
SLB,9,9,4,5,0,0,44.44444444444444,55.55555555555556,1.210363233555709,1.3417355245944438,1.0448548812664855,1.479046836483153,1,9,positive_candidate_state,POSITIVE_CANDIDATE
SNOW,15,15,11,4,0,0,73.33333333333333,66.66666666666667,1.767503345160793,1.4022764620419357,1.5520961202246826,1.2532411408815831,1,15,positive_candidate_state,POSITIVE_CANDIDATE
T,5,5,3,2,0,0,60.0,60.0,1.1925712131161448,0.5636764984125274,0.9181799632728073,0.30605998775759763,1,5,positive_candidate_state,POSITIVE_CANDIDATE
TEAM,16,15,7,8,1,0,46.666666666666664,50.0,1.9892167532354739,2.557910638290952,1.8462852484490044,2.161992457624236,1,16,positive_candidate_state,POSITIVE_CANDIDATE
TGT,9,9,5,4,0,0,55.55555555555556,55.55555555555556,1.3525425215462834,1.4827237972439622,1.1553784860557792,0.793650793650792,1,9,positive_candidate_state,POSITIVE_CANDIDATE
TMO,6,6,3,3,0,0,50.0,50.0,1.6712455563899493,0.6165222992820746,1.3176466241947011,0.49267386835391,1,6,positive_candidate_state,POSITIVE_CANDIDATE
TMUS,9,9,4,5,0,0,44.44444444444444,44.44444444444444,0.8503362661598225,0.6975426768637827,0.665000876731543,0.6153002037937065,1,9,positive_candidate_state,POSITIVE_CANDIDATE
TQQQ,45,45,27,18,0,0,60.0,44.44444444444444,2.183497202945976,1.674384834868661,1.8600053913199812,1.5532461727567333,1,45,positive_candidate_state,POSITIVE_CANDIDATE
TSLA,22,22,12,10,0,0,54.54545454545455,54.54545454545455,2.156062862530776,1.5613976510319432,2.219021518998419,0.7387703084379884,1,22,positive_candidate_state,POSITIVE_CANDIDATE
TXN,20,20,10,10,0,0,50.0,55.0,1.4318231659128149,0.999898097495047,0.9185254598014505,0.8358009858767381,1,20,positive_candidate_state,POSITIVE_CANDIDATE
UBER,17,17,10,7,0,0,58.8235294117647,47.05882352941177,1.3112359846554882,1.426470163509559,1.1603094158442122,0.8950797097611343,1,17,positive_candidate_state,POSITIVE_CANDIDATE
UNH,10,10,6,4,0,0,60.0,60.0,1.1824619169041026,2.445303524766873,0.80822385108304,1.9159053199654754,1,10,positive_candidate_state,POSITIVE_CANDIDATE
UPS,12,12,5,7,0,0,41.666666666666664,41.666666666666664,1.450467443174656,1.0771720699538891,0.8120358780716532,0.738893681726391,1,12,positive_candidate_state,POSITIVE_CANDIDATE
URI,5,5,1,4,0,0,20.0,20.0,0.74319800170964,1.5332639885990376,0.41950000293355844,1.4440795414261638,1,5,positive_candidate_state,POSITIVE_CANDIDATE
V,8,8,5,3,0,0,62.5,62.5,0.8874266187012989,0.7621764576161039,0.7365785239711266,0.7990320493282558,1,8,positive_candidate_state,POSITIVE_CANDIDATE
VRTX,9,9,5,4,0,0,55.55555555555556,66.66666666666667,1.642482808898856,1.0230772660103256,1.511764705882349,1.1416434355502336,1,9,positive_candidate_state,POSITIVE_CANDIDATE
VZ,7,7,3,4,0,0,42.857142857142854,28.571428571428573,0.6693398057335065,0.9974465780917179,0.6948146241935157,0.8775510204081627,1,7,positive_candidate_state,POSITIVE_CANDIDATE
WMT,10,10,3,7,0,0,30.0,60.0,0.8174699256737282,0.9726690102226743,0.5134156203275919,0.8120677593189318,1,10,positive_candidate_state,POSITIVE_CANDIDATE
XOM,8,8,3,5,0,0,37.5,75.0,0.42150477642014794,1.5113998025918427,0.2664406198223952,1.4962478251613809,1,8,positive_candidate_state,POSITIVE_CANDIDATE
AAPL,7,6,2,4,0,1,33.333333333333336,28.571428571428573,0.8002634752385515,1.0279307944063159,0.6339326878746098,1.1310822741583455,1,7,negative_candidate_state,NEGATIVE_CANDIDATE
ABBV,3,3,3,0,0,0,100.0,100.0,1.5041414875070764,0.4643949777725859,1.2390973279800648,0.3632791080241345,1,3,negative_candidate_state,NEGATIVE_CANDIDATE
ABNB,5,4,1,3,0,1,25.0,40.0,0.7161819574263192,1.6994163684324597,0.7538635506973268,1.553497388401266,1,5,negative_candidate_state,NEGATIVE_CANDIDATE
ADBE,9,9,6,3,0,0,66.66666666666667,44.44444444444444,1.8183047658561686,0.8457504783878809,1.4164018650419719,0.33464690060674085,1,9,negative_candidate_state,NEGATIVE_CANDIDATE
AMD,5,5,2,3,0,0,40.0,40.0,2.6502673749296406,2.0652745155366086,2.6688245420527976,1.7586827842743742,1,5,negative_candidate_state,NEGATIVE_CANDIDATE
AMGN,3,3,1,2,0,0,33.333333333333336,33.333333333333336,0.466401996409072,1.620776439316483,0.2914439310198952,2.058673613864185,1,3,negative_candidate_state,NEGATIVE_CANDIDATE
AMZN,4,4,2,2,0,0,50.0,0.0,0.8500480921328539,1.0619525003564245,1.038223241215427,0.7828413197042364,1,4,negative_candidate_state,NEGATIVE_CANDIDATE
APP,3,3,1,2,0,0,33.333333333333336,0.0,2.578016868445878,1.3198425985542093,1.4341378307647619,1.148008141901716,1,3,negative_candidate_state,NEGATIVE_CANDIDATE
ARM,1,1,1,0,0,0,100.0,100.0,1.2417857142857056,0.35000000000000653,1.2417857142857056,0.35000000000000653,1,1,negative_candidate_state,NEGATIVE_CANDIDATE
ASML,2,2,1,1,0,0,50.0,50.0,0.648929486996537,1.1396098172726898,0.648929486996537,1.1396098172726898,1,2,negative_candidate_state,NEGATIVE_CANDIDATE
AVGO,7,7,1,6,0,0,14.285714285714286,28.571428571428573,1.52060613846073,2.4737022246183424,0.28485823505969476,1.7199328497671937,1,7,negative_candidate_state,NEGATIVE_CANDIDATE
AXON,2,2,1,1,0,0,50.0,0.0,1.108774458902095,2.3698933125162602,1.108774458902095,2.3698933125162602,1,2,negative_candidate_state,NEGATIVE_CANDIDATE
AXP,10,10,5,5,0,0,50.0,30.0,0.9285533911869145,2.2865916218423066,0.7717024077739767,1.5859076508688916,1,10,negative_candidate_state,NEGATIVE_CANDIDATE
BA,6,6,3,3,0,0,50.0,50.0,1.2225210316568704,0.870289288304089,1.2683226519014794,1.0158182850827924,1,6,negative_candidate_state,NEGATIVE_CANDIDATE
BAC,7,7,1,6,0,0,14.285714285714286,42.857142857142854,0.44470523090258435,1.3572754037075365,0.288517022504325,1.3079438353529518,1,7,negative_candidate_state,NEGATIVE_CANDIDATE
BKNG,7,7,5,2,0,0,71.42857142857143,28.571428571428573,1.5197477889762643,1.130652440559597,0.6901394986285568,1.103711925021576,1,7,negative_candidate_state,NEGATIVE_CANDIDATE
BLK,4,4,2,2,0,0,50.0,50.0,1.8331922987161606,0.6963342999878274,2.056795732923635,0.5944700669644293,1,4,negative_candidate_state,NEGATIVE_CANDIDATE
BMY,6,6,2,4,0,0,33.333333333333336,33.333333333333336,0.6531863825569647,1.0037965953808452,0.5870675947628438,1.1372725009499645,1,6,negative_candidate_state,NEGATIVE_CANDIDATE
C,5,5,3,2,0,0,60.0,40.0,1.7231626906328785,1.3084407438226602,2.040062088846197,0.4361002291374111,1,5,negative_candidate_state,NEGATIVE_CANDIDATE
CAT,3,3,0,3,0,0,0.0,33.333333333333336,0.4919971693389238,1.5429136881253604,0.5811247657262179,1.3817483919143834,1,3,negative_candidate_state,NEGATIVE_CANDIDATE
CEG,1,1,1,0,0,0,100.0,0.0,2.2231120086348137,2.499912955677033,2.2231120086348137,2.499912955677033,1,1,negative_candidate_state,NEGATIVE_CANDIDATE
CMCSA,6,6,5,1,0,0,83.33333333333333,66.66666666666667,1.2940148512679708,0.5724880214342575,1.2077237097551095,0.42479484960843883,1,6,negative_candidate_state,NEGATIVE_CANDIDATE
CME,3,3,2,1,0,0,66.66666666666667,33.333333333333336,0.4850152891455088,0.6503706514808658,0.5152768706001944,0.159626968575356,1,3,negative_candidate_state,NEGATIVE_CANDIDATE
CMG,2,2,2,0,0,0,100.0,100.0,2.1531432748538046,0.48976608187134735,2.1531432748538046,0.48976608187134735,1,2,negative_candidate_state,NEGATIVE_CANDIDATE
COIN,4,3,1,2,1,0,33.333333333333336,0.0,0.9288937520391537,5.618232696021242,0.911478572033478,5.297169512284337,1,4,negative_candidate_state,NEGATIVE_CANDIDATE
COP,4,4,2,2,0,0,50.0,50.0,0.8285027885265224,1.3576024621643814,0.7872000960376286,1.4418000104922912,1,4,negative_candidate_state,NEGATIVE_CANDIDATE
COST,6,6,3,3,0,0,50.0,33.333333333333336,0.9519267679576356,0.6229515070735876,0.6708344689950416,0.6283865976990939,1,6,negative_candidate_state,NEGATIVE_CANDIDATE
CRM,5,5,1,4,0,0,20.0,20.0,1.1169222083560355,1.8530924027994136,0.49198191982565265,1.5821227225148904,1,5,negative_candidate_state,NEGATIVE_CANDIDATE
CRWD,3,3,2,1,0,0,66.66666666666667,33.333333333333336,3.0428387582721137,0.6623677466074739,2.873825743282165,0.4945284105578855,1,3,negative_candidate_state,NEGATIVE_CANDIDATE
CSCO,5,5,0,5,0,0,0.0,40.0,0.2026520718479011,1.5468262849035397,0.2593024763386343,1.3970382788488405,1,5,negative_candidate_state,NEGATIVE_CANDIDATE
CVS,1,1,0,1,0,0,0.0,100.0,0.37730372950225677,0.9577710056595511,0.37730372950225677,0.9577710056595511,1,1,negative_candidate_state,NEGATIVE_CANDIDATE
CVX,5,5,3,2,0,0,60.0,40.0,0.6811935206742438,0.8633915769411,0.6144067796610151,0.9363745498199254,1,5,negative_candidate_state,NEGATIVE_CANDIDATE
DASH,4,4,1,3,0,0,25.0,25.0,0.9695530341332212,3.623930290831958,0.8519230671472873,2.3164830100067717,1,4,negative_candidate_state,NEGATIVE_CANDIDATE
DDOG,1,1,1,0,0,0,100.0,100.0,2.7722470147163345,0.02497383061365311,2.7722470147163345,0.02497383061365311,1,1,negative_candidate_state,NEGATIVE_CANDIDATE
DELL,1,1,0,1,0,0,0.0,0.0,1.035514607449415,1.559177888022671,1.035514607449415,1.559177888022671,1,1,negative_candidate_state,NEGATIVE_CANDIDATE
DIS,4,4,1,3,0,0,25.0,50.0,0.966616750872291,0.6376840479989023,0.9005967303886371,0.5587180307590911,1,4,negative_candidate_state,NEGATIVE_CANDIDATE
EOG,1,1,0,1,0,0,0.0,0.0,0.5113356103999052,1.132854261539285,0.5113356103999052,1.132854261539285,1,1,negative_candidate_state,NEGATIVE_CANDIDATE
ETN,1,1,1,0,0,0,100.0,100.0,1.0457674193937891,1.1882622871633899,1.0457674193937891,1.1882622871633899,1,1,negative_candidate_state,NEGATIVE_CANDIDATE
FDX,2,2,1,1,0,0,50.0,50.0,1.8472005099530246,0.5009391316324706,1.8472005099530246,0.5009391316324706,1,2,negative_candidate_state,NEGATIVE_CANDIDATE
GE,4,4,2,2,0,0,50.0,0.0,1.7166194373997747,1.2416469086631003,1.138030295514784,1.1140931994868324,1,4,negative_candidate_state,NEGATIVE_CANDIDATE
