feature,research_period,n,winner_mean,loser_mean,outcome_difference,confirmed_mean,not_confirmed_mean,confirmation_difference
directional_stock_vs_spy_1d_pct,DISCOVERY,4272,0.09427100942726967,0.13365049672000237,-0.039379487292732704,0.13981129714296758,0.08989354979194852,0.04991774735101906
directional_stock_vs_spy_1d_pct,VALIDATION,4185,0.2966168030676664,0.09283030491450482,0.20378649815316158,0.25971327421861173,0.1286242967109189,0.13108897750769283
directional_stock_vs_qqq_1d_pct,DISCOVERY,4272,0.09089933862119641,0.1319738228310049,-0.041074484209808484,0.14207912264851671,0.08326225914199051,0.05881686350652621
directional_stock_vs_qqq_1d_pct,VALIDATION,4185,0.2638463125929406,0.015399854757191044,0.24844645783574956,0.22223500299370277,0.05893313315139162,0.16330186984231115
directional_stock_vs_market_avg_1d_pct,DISCOVERY,4272,0.09258517402423304,0.13281215977550365,-0.04022698575127061,0.14094520989574222,0.0865779044669695,0.054367305428772716
directional_stock_vs_market_avg_1d_pct,VALIDATION,4185,0.2802315578303035,0.05411507983584795,0.22611647799445556,0.24097413860615727,0.09377871493115529,0.147195423675002
directional_stock_vs_spy_5d_pct,DISCOVERY,4272,0.058612122532678765,0.2831142699932453,-0.22450214746056651,0.1161488386001168,0.19126153478224006,-0.07511269618212327
directional_stock_vs_spy_5d_pct,VALIDATION,4185,-0.24517572884852915,-0.08263462245633513,-0.16254110639219402,-0.21849342302261174,-0.08859624914714095,-0.12989717387547078
directional_stock_vs_qqq_5d_pct,DISCOVERY,4272,0.06737551667584908,0.3019174031891549,-0.23454188651330582,0.14405339170092032,0.19413427188082336,-0.05008088017990303
directional_stock_vs_qqq_5d_pct,VALIDATION,4185,-0.22579860400238896,-0.21419322529331675,-0.011605378709072217,-0.23009986002554214,-0.18324873333702896,-0.046851126688513184
directional_stock_vs_market_avg_5d_pct,DISCOVERY,4272,0.06299381960426391,0.2925158365912002,-0.22952201698693625,0.1301011151505186,0.19269790333153167,-0.06259678818101308
directional_stock_vs_market_avg_5d_pct,VALIDATION,4185,-0.23548716642545905,-0.14841392387482596,-0.08707324255063309,-0.22429664152407697,-0.13592249124208503,-0.08837415028199194
directional_stock_vs_spy_10d_pct,DISCOVERY,4272,-0.08458146535685968,0.3803572357933763,-0.464938701150236,0.031780855054218966,0.2253452593868752,-0.19356440433265623
directional_stock_vs_spy_10d_pct,VALIDATION,4185,-0.04796671364226824,0.1882672227295816,-0.23623393637184983,-0.04769174529149077,0.172040853023732,-0.2197325983152228
directional_stock_vs_qqq_10d_pct,DISCOVERY,4272,-0.05437275702587706,0.3935408818719668,-0.44791363889784386,0.06887254461362581,0.23622370324002695,-0.16735115862640115
directional_stock_vs_qqq_10d_pct,VALIDATION,4185,-0.14499199807798455,0.1715521837441746,-0.31654418182215915,-0.11254220111285014,0.13590536805496994,-0.24844756916782007
directional_stock_vs_market_avg_10d_pct,DISCOVERY,4272,-0.06947711119136832,0.3869490588326716,-0.45642617002403996,0.05032669983392239,0.23078448131345106,-0.18045778147952868
directional_stock_vs_market_avg_10d_pct,VALIDATION,4185,-0.09647935586012632,0.17990970323687813,-0.27638905909700445,-0.08011697320217047,0.15397311053935098,-0.23409008374152146
directional_stock_vs_spy_1w_pct,DISCOVERY,4272,0.03261891150583303,0.1739622375485443,-0.14134332604271127,0.16902128784490097,0.0274607906452184,0.14156049719968258
directional_stock_vs_spy_1w_pct,VALIDATION,4185,-0.2679596976519933,0.18072460630046044,-0.44868430395245373,-0.15458213334361892,0.07561775121605624,-0.23019988455967516
directional_stock_vs_qqq_1w_pct,DISCOVERY,4272,0.04403312706209799,0.221892505465581,-0.177859378403483,0.19150897748621976,0.06121175222022618,0.13029722526599358
directional_stock_vs_qqq_1w_pct,VALIDATION,4185,-0.2612203232421021,0.10710530405156093,-0.368325627293663,-0.12841127016779993,-0.0014859339955353946,-0.12692533617226454
directional_stock_vs_market_avg_1w_pct,DISCOVERY,4272,0.038326019283965534,0.19792737150706266,-0.15960135222309713,0.18026513266556032,0.044336271432722334,0.13592886123283798
directional_stock_vs_market_avg_1w_pct,VALIDATION,4185,-0.26459001044704766,0.14391495517601066,-0.4085049656230583,-0.1414967017557094,0.03706590861026044,-0.17856261036596982
directional_stock_vs_spy_4w_pct,DISCOVERY,4272,-0.04754030931533655,0.20274059323956523,-0.25028090255490176,0.26843874924278466,-0.10404618777423305,0.3724849370170177
directional_stock_vs_spy_4w_pct,VALIDATION,4185,0.12112549378184945,0.3516570377887597,-0.23053154400691023,0.07241306574326582,0.20878088035932305,-0.13636781461605724
directional_stock_vs_qqq_4w_pct,DISCOVERY,4272,0.013913522598805487,0.210867092049684,-0.19695356945087852,0.3051843276484328,-0.07619333672003957,0.38137766436847237
directional_stock_vs_qqq_4w_pct,VALIDATION,4185,0.07106128123007444,0.3536482152495169,-0.28258693401944246,0.07142622009800646,0.19072467522277162,-0.11929845512476515
directional_stock_vs_market_avg_4w_pct,DISCOVERY,4272,-0.01681339335826558,0.20680384264462456,-0.22361723600289013,0.2868115384456087,-0.0901197622471364,0.3769313006927451
directional_stock_vs_market_avg_4w_pct,VALIDATION,4185,0.09609338750596186,0.35265262651913853,-0.2565592390131767,0.07191964292063596,0.19975277779104733,-0.12783313487041137
