research_period,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction,feature
DISCOVERY,FLAT,46,27,17,10,0,19,62.96296296296296,54.34782608695652,0.4011329129583369,0.43360532280527386,0.344633796748558,0.26255846844537367,1,46,ALL,directional_stock_vs_spy_1d_pct
DISCOVERY,RELATIVE_ALIGNED,2178,2138,1072,1066,9,31,50.14031805425631,46.00550964187328,1.2780520746651005,1.2901584912133324,0.9085836636815525,0.9469078431259637,111,159,ALL,directional_stock_vs_spy_1d_pct
DISCOVERY,RELATIVE_OPPOSING,1995,1960,1021,939,5,30,52.09183673469388,46.8671679197995,1.34307124580523,1.2080223510354795,0.9572940488220025,0.8475612240739921,111,159,ALL,directional_stock_vs_spy_1d_pct
DISCOVERY,UNKNOWN,53,52,24,28,0,1,46.15384615384615,43.39622641509434,0.8396624892188257,1.2297156339555573,0.4607396211696415,0.9909591942008618,47,2,ALL,directional_stock_vs_spy_1d_pct
VALIDATION,FLAT,65,52,21,31,0,13,40.38461538461539,50.76923076923077,0.5017031525088828,0.5348275720411888,0.40731573967013834,0.5224547251021764,1,65,ALL,directional_stock_vs_spy_1d_pct
VALIDATION,RELATIVE_ALIGNED,2159,2118,1056,1062,30,11,49.858356940509914,48.216767021769336,1.69273176250076,1.5640512552435266,1.205913934087723,1.1552462240892885,111,161,ALL,directional_stock_vs_spy_1d_pct
VALIDATION,RELATIVE_OPPOSING,1961,1918,937,981,39,4,48.85297184567258,45.99694033656298,1.6862862171447361,1.572113630765313,1.1770096509063874,1.1261241007194278,111,161,ALL,directional_stock_vs_spy_1d_pct
DISCOVERY,FLAT,24,11,8,3,0,13,72.72727272727273,62.5,0.39440132178089665,0.37230205954123763,0.3448188487435645,0.26255846844537367,1,24,BEAR,directional_stock_vs_spy_1d_pct
DISCOVERY,RELATIVE_ALIGNED,1118,1098,543,555,7,13,49.45355191256831,44.543828264758496,1.3043874655732137,1.30070781279378,0.9323990745648292,0.9575512542490395,111,159,BEAR,directional_stock_vs_spy_1d_pct
DISCOVERY,RELATIVE_OPPOSING,1000,984,495,489,4,12,50.30487804878049,46.9,1.3560355072299666,1.2397716798600475,0.9735696213405933,0.8897808873518727,111,159,BEAR,directional_stock_vs_spy_1d_pct
DISCOVERY,UNKNOWN,30,30,7,23,0,0,23.333333333333332,30.0,0.44763788839659735,1.7854040854650173,0.2624971837340436,1.5405404630292483,28,2,BEAR,directional_stock_vs_spy_1d_pct
DISCOVERY,FLAT,22,16,9,7,0,6,56.25,45.45454545454545,0.40847646697008994,0.500481610002404,0.344633796748558,0.28496941753192606,1,22,BULL,directional_stock_vs_spy_1d_pct
DISCOVERY,RELATIVE_ALIGNED,1060,1040,529,511,2,18,50.86538461538461,47.54716981132076,1.2502756906695625,1.2790319426030117,0.8943196993859271,0.9224252578664547,111,158,BULL,directional_stock_vs_spy_1d_pct
DISCOVERY,RELATIVE_OPPOSING,995,976,526,450,1,18,53.89344262295082,46.834170854271356,1.3300418373381586,1.1761134778449591,0.9434889434889373,0.8125792449861564,111,158,BULL,directional_stock_vs_spy_1d_pct
DISCOVERY,UNKNOWN,23,22,17,5,0,1,77.27272727272727,60.869565217391305,1.3509989250739065,0.5049046102475664,1.1950294790640286,0.2676087242726147,23,2,BULL,directional_stock_vs_spy_1d_pct
VALIDATION,FLAT,32,26,13,13,0,6,50.0,50.0,0.5539398596821061,0.4949066269357628,0.48507954055368085,0.39210665856769705,1,32,BEAR,directional_stock_vs_spy_1d_pct
VALIDATION,RELATIVE_ALIGNED,1074,1058,547,511,10,6,51.70132325141777,48.696461824953445,1.6669523388396166,1.5774741531237306,1.21795749379306,1.1645508923095478,111,160,BEAR,directional_stock_vs_spy_1d_pct
VALIDATION,RELATIVE_OPPOSING,926,906,439,467,16,4,48.45474613686534,46.868250539956804,1.6359572890960727,1.5453229078699762,1.1526962585997338,1.0768608424054023,111,159,BEAR,directional_stock_vs_spy_1d_pct
VALIDATION,FLAT,33,26,8,18,0,7,30.76923076923077,51.515151515151516,0.45104937585606003,0.573538791537359,0.3858787358996302,0.5526454206806002,1,33,BULL,directional_stock_vs_spy_1d_pct
VALIDATION,RELATIVE_ALIGNED,1085,1060,509,551,20,5,48.0188679245283,47.74193548387097,1.718249827949671,1.550764442042292,1.1859121811583055,1.1341977745872165,111,159,BULL,directional_stock_vs_spy_1d_pct
