feature,available_n,coverage_pct
directional_stock_vs_spy_1d_pct,8404,99.37330022466595
directional_stock_vs_qqq_1d_pct,8404,99.37330022466595
directional_stock_vs_market_avg_1d_pct,8404,99.37330022466595
directional_stock_vs_spy_5d_pct,8314,98.30909305900437
directional_stock_vs_qqq_5d_pct,8314,98.30909305900437
directional_stock_vs_market_avg_5d_pct,8314,98.30909305900437
directional_stock_vs_spy_10d_pct,8179,96.712782310512
directional_stock_vs_qqq_10d_pct,8179,96.712782310512
directional_stock_vs_market_avg_10d_pct,8179,96.712782310512
directional_stock_vs_spy_1w_pct,8339,98.60470616057704
directional_stock_vs_qqq_1w_pct,8339,98.60470616057704
directional_stock_vs_market_avg_1w_pct,8339,98.60470616057704
directional_stock_vs_spy_4w_pct,7970,94.24145678136455
directional_stock_vs_qqq_4w_pct,7970,94.24145678136455
directional_stock_vs_market_avg_4w_pct,7970,94.24145678136455
relative_consensus_1d,8457,100.0
relative_consensus_5d,8457,100.0
relative_consensus_10d,8457,100.0
relative_consensus_1w,8457,100.0
relative_consensus_4w,8457,100.0
relative_multi_horizon_score,8314,98.30909305900437
relative_multi_horizon_state,8457,100.0
