research_period,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction,level_family
VALIDATION,ALREADY_BEYOND_AT_C1_OPEN,145,142,74,68,3,0,52.11267605633803,45.51724137931034,1.5007745098328293,1.4727745262928504,1.0591756850103666,1.054960013612379,69,90,BEAR,PM
VALIDATION,C1_BREAK_HELD_THROUGH_C2,462,451,240,211,8,3,53.21507760532151,50.21645021645022,1.912436154719975,1.6411833811266319,1.3867882668114322,1.1398509560655339,108,143,BEAR,PM
VALIDATION,C2_BREAK,383,376,165,211,6,1,43.88297872340426,44.12532637075718,1.4495514337094992,1.670016436633311,1.0211358921161935,1.3598455281212778,108,132,BEAR,PM
VALIDATION,C2_CLOSED_BEYOND,9,9,7,2,0,0,77.77777777777777,66.66666666666667,2.021617173261424,2.726250275061588,1.6434765073603645,1.8463987266215625,9,9,BEAR,PM
VALIDATION,FAILED_BREAK,149,149,70,79,0,0,46.97986577181208,49.66442953020134,1.5864934672963091,1.4891620483688426,1.1114971895758836,1.0575371930453548,82,92,BEAR,PM
VALIDATION,NOT_CLEARED,872,851,438,413,9,12,51.468860164512336,48.39449541284404,1.5996042969869941,1.4544853957807895,1.1708484029848836,1.016353408572071,111,160,BEAR,PM
VALIDATION,UNKNOWN,12,12,5,7,0,0,41.666666666666664,33.333333333333336,1.4296918708541948,1.2404398981286324,1.0323841548037924,1.2302914721882665,7,12,BEAR,PM
VALIDATION,ALREADY_BEYOND_AT_C1_OPEN,189,185,94,91,3,1,50.810810810810814,45.5026455026455,1.4403013443372947,1.337485942543491,1.163099474215305,1.0121457489878543,78,95,BULL,PM
VALIDATION,C1_BREAK_HELD_THROUGH_C2,518,512,270,242,6,0,52.734375,46.52509652509652,1.8922248798986243,1.5061011367835198,1.3313274200774616,1.0232552112095097,110,150,BULL,PM
VALIDATION,C2_BREAK,346,338,148,190,7,1,43.78698224852071,43.35260115606936,1.626521204627684,1.5774680360772029,1.1644877476534488,1.1985215264996243,99,139,BULL,PM
VALIDATION,FAILED_BREAK,131,127,69,58,3,1,54.330708661417326,53.43511450381679,1.923027280909079,1.2806709874165711,1.2992034645425774,0.9322430549819698,78,88,BULL,PM
VALIDATION,NOT_CLEARED,960,927,430,497,24,9,46.38619201725998,47.083333333333336,1.6617852305913212,1.6594171715910642,1.130855455710345,1.1993274934903164,112,158,BULL,PM
VALIDATION,UNKNOWN,9,9,4,5,0,0,44.44444444444444,44.44444444444444,0.9667045568149693,1.5438289359458335,1.093249617441522,1.6380952380952372,3,9,BULL,PM
DISCOVERY,ALREADY_BEYOND_AT_C1_OPEN,1489,1455,763,692,8,26,52.439862542955325,45.06380120886501,1.353851889903829,1.318410948535944,0.9820666097352617,0.9460234826539184,112,159,ALL,AH
DISCOVERY,C1_BREAK_HELD_THROUGH_C2,678,667,350,317,3,8,52.47376311844078,48.230088495575224,1.3179176120214533,1.118569689477041,0.8969742499605091,0.8145281451879273,111,151,ALL,AH
DISCOVERY,C2_BREAK,443,435,213,222,1,7,48.96551724137931,44.46952595936794,1.1721218983151647,1.2087760188408432,0.8912655971479418,0.9094277480444535,108,145,ALL,AH
DISCOVERY,C2_CLOSED_BEYOND,3,3,2,1,0,0,66.66666666666667,33.333333333333336,0.9842545582757424,0.7831117485896678,0.771012062543434,0.9282764004902324,3,3,ALL,AH
DISCOVERY,FAILED_BREAK,183,181,84,97,1,1,46.408839779005525,51.36612021857923,1.182203665780029,1.184852887297767,0.8687485325193814,0.879657007687757,90,97,ALL,AH
DISCOVERY,NOT_CLEARED,1430,1392,705,687,1,37,50.64655172413793,47.55244755244755,1.2882736435453794,1.237858423105707,0.8810644962294604,0.8374271428754165,112,160,ALL,AH
DISCOVERY,UNKNOWN,46,44,17,27,0,2,38.63636363636363,32.608695652173914,0.7775615037668473,1.2779058865812576,0.3574736029350609,1.1117020747011002,43,5,ALL,AH
VALIDATION,ALREADY_BEYOND_AT_C1_OPEN,1555,1520,778,742,26,9,51.18421052631579,48.038585209003216,1.7539675714290024,1.5237791730689016,1.2638755353552844,1.0728789090493691,112,161,ALL,AH
VALIDATION,C1_BREAK_HELD_THROUGH_C2,512,505,258,247,7,0,51.08910891089109,48.4375,1.593363423051842,1.4991774271933567,1.1771982664820788,1.14507850031198,109,146,ALL,AH
VALIDATION,C2_BREAK,474,461,211,250,12,1,45.770065075921906,44.936708860759495,1.4886694643911136,1.6447332168765032,1.0855874903253597,1.2804033756875082,108,145,ALL,AH
VALIDATION,C2_CLOSED_BEYOND,6,6,5,1,0,0,83.33333333333333,33.333333333333336,1.4586769491651108,3.177887372941621,1.0636246101725368,1.357834010982924,6,6,ALL,AH
VALIDATION,FAILED_BREAK,184,181,86,95,3,0,47.51381215469613,46.19565217391305,1.6046679110181379,1.5926472293986642,1.0772648510729335,1.180327716724114,87,109,ALL,AH
VALIDATION,NOT_CLEARED,1454,1415,676,739,21,18,47.773851590106005,46.8363136176066,1.6789297952920825,1.5582475007514598,1.1545337842748244,1.0947669780726996,112,161,ALL,AH
DISCOVERY,ALREADY_BEYOND_AT_C1_OPEN,623,608,296,312,6,9,48.68421052631579,41.41252006420546,1.3304741508525262,1.423534538044685,0.9888220120378242,1.0433486523413105,112,138,BEAR,AH
DISCOVERY,C1_BREAK_HELD_THROUGH_C2,349,341,174,167,3,5,51.02639296187683,46.13180515759312,1.3538564749074573,1.1452558327442253,0.9007053716766139,0.8204990248167321,103,124,BEAR,AH
DISCOVERY,C2_BREAK,219,215,106,109,1,3,49.30232558139535,47.03196347031963,1.1192488905223696,1.1906252991163448,0.8809717525615894,0.9581288428444724,89,100,BEAR,AH
DISCOVERY,FAILED_BREAK,100,100,46,54,0,0,46.0,55.0,1.2751982649446476,1.1907736501531263,0.9195395017131915,0.862254011041022,63,65,BEAR,AH
DISCOVERY,NOT_CLEARED,859,838,429,409,1,20,51.19331742243437,47.72991850989523,1.3461669586783307,1.2222584932007958,0.9363367129574083,0.8449648920425614,112,153,BEAR,AH
DISCOVERY,UNKNOWN,22,21,2,19,0,1,9.523809523809524,18.181818181818183,0.3118820621855616,1.8254423884356479,0.12988372909678808,1.5061465426092298,21,5,BEAR,AH
DISCOVERY,ALREADY_BEYOND_AT_C1_OPEN,866,847,467,380,2,17,55.1357733175915,47.6905311778291,1.3706698245793045,1.242785086799286,0.9802330951105773,0.888974700440695,110,146,BULL,AH
DISCOVERY,C1_BREAK_HELD_THROUGH_C2,329,326,176,150,0,3,53.987730061349694,50.45592705167173,1.2797940158293089,1.0902612882604836,0.8918243218030472,0.7981825996193354,106,129,BULL,AH
DISCOVERY,C2_BREAK,224,220,107,113,0,4,48.63636363636363,41.964285714285715,1.2238147050411559,1.2265215885714909,0.920138684479534,0.8154459784191888,96,121,BULL,AH
DISCOVERY,C2_CLOSED_BEYOND,3,3,2,1,0,0,66.66666666666667,33.333333333333336,0.9842545582757424,0.7831117485896678,0.771012062543434,0.9282764004902324,3,3,BULL,AH
DISCOVERY,FAILED_BREAK,83,81,38,43,1,1,46.91358024691358,46.98795180722892,1.070161980039525,1.1777194380744427,0.7494174696139542,0.9842613285150459,58,62,BULL,AH
DISCOVERY,NOT_CLEARED,571,554,276,278,0,17,49.81949458483754,47.285464098073554,1.2011801974872263,1.2613266188820969,0.8302286438338004,0.8287495416208255,111,143,BULL,AH
DISCOVERY,UNKNOWN,24,23,15,8,0,1,65.21739130434783,45.833333333333336,1.204434325216359,0.7759974265480669,0.7637004993357916,0.4808892971304829,22,4,BULL,AH
VALIDATION,ALREADY_BEYOND_AT_C1_OPEN,707,690,364,326,12,5,52.7536231884058,47.66619519094767,1.709793926508237,1.545235616963725,1.2995245641838424,1.1000793114590384,112,147,BEAR,AH
VALIDATION,C1_BREAK_HELD_THROUGH_C2,242,239,124,115,3,0,51.88284518828452,50.82644628099174,1.5197575482616932,1.5825344590535337,1.1316003121407407,1.2916652013363794,97,115,BEAR,AH
VALIDATION,C2_BREAK,242,238,107,131,4,0,44.95798319327731,47.93388429752066,1.4605237202984882,1.714979677716791,1.0053600688290087,1.3855100197631365,99,114,BEAR,AH
VALIDATION,C2_CLOSED_BEYOND,4,4,3,1,0,0,75.0,25.0,0.7884036977191375,4.334877339677361,0.5845684651681076,2.006293132932117,4,4,BEAR,AH
VALIDATION,FAILED_BREAK,102,101,46,55,1,0,45.54455445544554,45.09803921568628,1.6731618362432152,1.5160272316860715,1.225882555792913,1.1369182097027521,58,75,BEAR,AH
VALIDATION,NOT_CLEARED,735,718,355,363,6,11,49.44289693593315,47.61904761904762,1.6585861795999546,1.467427178125127,1.1536890824938697,1.0163453478625302,112,148,BEAR,AH
VALIDATION,ALREADY_BEYOND_AT_C1_OPEN,848,830,414,416,14,4,49.87951807228916,48.34905660377358,1.7907963060504422,1.505890369019798,1.2229753314977367,1.0657249953134587,111,151,BULL,AH
VALIDATION,C1_BREAK_HELD_THROUGH_C2,270,266,134,132,4,0,50.37593984962406,46.2962962962963,1.6593360960119017,1.4244648282668275,1.263206208154648,1.08860377985391,98,126,BULL,AH
VALIDATION,C2_BREAK,232,223,104,119,8,1,46.63677130044843,41.810344827586206,1.518028387108421,1.5714588913448235,1.143403135723729,1.2282804068539273,95,114,BULL,AH
VALIDATION,C2_CLOSED_BEYOND,2,2,2,0,0,0,100.0,50.0,2.7992234520570576,0.8639074394701396,2.7992234520570576,0.8639074394701396,2,2,BULL,AH
VALIDATION,FAILED_BREAK,82,80,40,40,2,0,50.0,47.5609756097561,1.5194681503723102,1.687955031431401,0.9867657647340938,1.2517854715549241,60,62,BULL,AH
VALIDATION,NOT_CLEARED,719,697,321,376,15,7,46.0545193687231,46.036161335187764,1.6997261200955787,1.6510888597644704,1.1558143638609515,1.1849499144881441,111,149,BULL,AH
DISCOVERY,ALREADY_BEYOND_AT_C1_OPEN,606,593,314,279,5,8,52.951096121416526,43.56435643564357,1.4164161008764458,1.4454281400772462,1.0902683756016143,1.0748706755046893,111,144,ALL,PD
DISCOVERY,C1_BREAK_HELD_THROUGH_C2,316,309,174,135,4,3,56.310679611650485,49.050632911392405,1.4888938353928007,1.2163552375600948,1.082849623546064,0.8441394204178159,98,130,ALL,PD
DISCOVERY,C2_BREAK,343,336,180,156,3,4,53.57142857142857,45.481049562682216,1.3925138644758395,1.2533910954759322,0.9895266594124134,0.8892512228772145,107,136,ALL,PD
DISCOVERY,C2_CLOSED_BEYOND,2,2,0,2,0,0,0.0,0.0,0.10362904864469275,2.5116040787549925,0.10362904864469275,2.5116040787549925,2,2,ALL,PD
DISCOVERY,FAILED_BREAK,126,125,59,66,0,1,47.2,50.0,1.0805089839843915,1.182631699645691,0.6707502449874279,0.8778680149341378,76,87,ALL,PD
DISCOVERY,NOT_CLEARED,2849,2782,1396,1386,2,65,50.179726815240834,46.92874692874693,1.2495215309019188,1.2010669537678227,0.8785654110001252,0.8472806095638391,112,160,ALL,PD
DISCOVERY,UNKNOWN,30,30,11,19,0,0,36.666666666666664,33.333333333333336,0.775656122578373,1.3001716775222494,0.31786590528605135,1.1117020747011002,30,1,ALL,PD
VALIDATION,ALREADY_BEYOND_AT_C1_OPEN,808,781,405,376,24,3,51.85659411011524,47.772277227722775,1.7927099650015392,1.644372082573769,1.2728018444680693,1.1850031892214652,112,155,ALL,PD
VALIDATION,C1_BREAK_HELD_THROUGH_C2,290,287,151,136,3,0,52.613240418118465,48.275862068965516,1.7713784583025534,1.4909640954846595,1.268853216083214,1.0537494531093057,106,128,ALL,PD
VALIDATION,C2_BREAK,297,292,142,150,5,0,48.63013698630137,48.148148148148145,1.6411150035003808,1.5313927857711738,1.1481683980317081,1.132854261539285,102,132,ALL,PD
VALIDATION,FAILED_BREAK,119,117,47,70,2,0,40.17094017094017,37.81512605042017,1.560635773300568,1.3617164598333695,1.0404749055585523,1.020877631464423,65,86,ALL,PD
VALIDATION,NOT_CLEARED,2671,2611,1269,1342,35,25,48.60206817311375,47.248221639835265,1.6318568454817222,1.5412074637513524,1.1503564484769941,1.1070836556525459,112,161,ALL,PD
DISCOVERY,ALREADY_BEYOND_AT_C1_OPEN,248,241,119,122,4,3,49.37759336099585,40.32258064516129,1.4124099177978584,1.5811204539375,1.1265223590103703,1.219476181167455,102,90,BEAR,PD
DISCOVERY,C1_BREAK_HELD_THROUGH_C2,139,137,69,68,2,0,50.36496350364963,47.48201438848921,1.5252291939346265,1.2959088942892496,1.1529627928341712,0.9286670181272525,81,81,BEAR,PD
DISCOVERY,C2_BREAK,174,169,92,77,3,2,54.437869822485204,44.252873563218394,1.5058058922204045,1.253685882243254,1.0237660115506886,0.9320647134117483,86,94,BEAR,PD
DISCOVERY,C2_CLOSED_BEYOND,1,1,0,1,0,0,0.0,0.0,0.2072580972893855,3.5030682326167373,0.2072580972893855,3.5030682326167373,1,1,BEAR,PD
DISCOVERY,FAILED_BREAK,57,57,30,27,0,0,52.63157894736842,45.6140350877193,1.040090265936027,1.337600280579981,0.8603877480784674,0.9865684060382721,43,44,BEAR,PD
DISCOVERY,NOT_CLEARED,1537,1502,742,760,2,33,49.40079893475366,46.84450227716331,1.268831076693952,1.207621571800286,0.8853288364249572,0.8651999467569393,112,159,BEAR,PD
DISCOVERY,UNKNOWN,16,16,1,15,0,0,6.25,12.5,0.20343444775496894,1.8880746300429074,0.11031398987257529,1.662394230055881,16,1,BEAR,PD
DISCOVERY,ALREADY_BEYOND_AT_C1_OPEN,358,352,195,157,1,5,55.39772727272727,45.81005586592179,1.4191913338470867,1.351428995280199,1.083313620083497,0.9320017621988317,102,115,BULL,PD
DISCOVERY,C1_BREAK_HELD_THROUGH_C2,177,172,105,67,2,3,61.04651162790697,50.282485875706215,1.4603592882893328,1.1538808969648826,1.0598561957232149,0.786657668948217,88,100,BULL,PD
DISCOVERY,C2_BREAK,169,167,88,79,0,2,52.69461077844311,46.74556213017752,1.275870001590903,1.2530875872066185,0.9749547550937101,0.8408986319708786,89,96,BULL,PD
DISCOVERY,C2_CLOSED_BEYOND,1,1,0,1,0,0,0.0,0.0,0.0,1.520139924893248,0.0,1.520139924893248,1,1,BULL,PD
DISCOVERY,FAILED_BREAK,69,68,29,39,0,1,42.64705882352941,53.6231884057971,1.113898359763475,1.05461417626519,0.6056802990205475,0.7885384273656241,52,56,BULL,PD
DISCOVERY,NOT_CLEARED,1312,1280,654,626,0,32,51.09375,47.02743902439025,1.2269005157476849,1.1933882587099751,0.8670459329006047,0.8187511828066361,112,160,BULL,PD
DISCOVERY,UNKNOWN,14,14,10,4,0,0,71.42857142857143,57.142857142857146,1.4296237509479777,0.6282825889272114,1.3912452135716529,0.334677005587365,14,1,BULL,PD
VALIDATION,ALREADY_BEYOND_AT_C1_OPEN,367,358,189,169,9,0,52.79329608938548,46.321525885558586,1.6903222824514268,1.6909734141141817,1.3027295285359852,1.2874895819079752,105,107,BEAR,PD
VALIDATION,C1_BREAK_HELD_THROUGH_C2,130,128,70,58,2,0,54.6875,48.46153846153846,1.945564307030034,1.5080748215716038,1.5390249789960833,1.1631359722982997,73,90,BEAR,PD
VALIDATION,C2_BREAK,147,146,61,85,1,0,41.78082191780822,45.57823129251701,1.6749123839350322,1.6428627300005931,1.204255816672514,1.2983890358259176,83,93,BEAR,PD
VALIDATION,FAILED_BREAK,59,59,25,34,0,0,42.3728813559322,33.898305084745765,1.4130129148745991,1.3406061161631893,0.8889076295060351,1.1634426689094453,41,47,BEAR,PD
VALIDATION,NOT_CLEARED,1329,1299,654,645,14,16,50.34642032332564,49.1346877351392,1.595242902285109,1.507734923443567,1.1287187920466368,1.0553072779495838,112,158,BEAR,PD
VALIDATION,ALREADY_BEYOND_AT_C1_OPEN,441,423,216,207,15,3,51.06382978723404,48.97959183673469,1.8779169479854192,1.605590475600229,1.253256008256751,1.148008141901716,106,132,BULL,PD
VALIDATION,C1_BREAK_HELD_THROUGH_C2,160,159,81,78,1,0,50.943396226415096,48.125,1.629852456211476,1.4770616305390174,1.1719041031561719,0.9191158757826559,89,83,BULL,PD
VALIDATION,C2_BREAK,150,146,81,65,4,0,55.47945205479452,50.666666666666664,1.607993570674422,1.4221522404263427,1.0793720404658111,1.0756964781809817,86,98,BULL,PD
VALIDATION,FAILED_BREAK,60,58,22,36,2,0,37.93103448275862,41.666666666666664,1.7057982507527711,1.38247496444238,1.105688808196284,1.0023348469785134,43,52,BULL,PD
VALIDATION,NOT_CLEARED,1342,1312,615,697,21,9,46.875,45.380029806259316,1.6681161081555675,1.574355754413832,1.1662644303729663,1.147628883823835,112,161,BULL,PD
