symbol,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,feature,state
LRCX,3,3,2,1,0,0,66.66666666666667,66.66666666666667,1.8274204759278199,1.6978031890570382,1.902491469172156,1.2620950778292044,1,3,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
LULU,2,2,0,2,0,0,0.0,50.0,0.32231993595630626,2.1393968825786955,0.32231993595630626,2.1393968825786955,1,2,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
MCD,1,1,1,0,0,0,100.0,100.0,1.6685888611927577,0.6213028758510208,1.6685888611927577,0.6213028758510208,1,1,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
META,1,1,1,0,0,0,100.0,0.0,0.9985907596260087,0.190929340990727,0.9985907596260087,0.190929340990727,1,1,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
MNDY,5,5,2,3,0,0,40.0,20.0,1.5526943252219017,4.116379710533738,0.7198254474269112,4.040651401983589,1,5,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
MRK,32,32,19,13,0,0,59.375,53.125,1.2687030266300792,0.9992376175488467,1.0641252547060458,0.6357207056759786,1,32,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
MRNA,1,0,0,0,1,0,,100.0,2.5809094633346947,1.8435067595247818,2.5809094633346947,1.8435067595247818,1,1,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
MS,35,35,17,18,0,0,48.57142857142857,57.142857142857146,1.0624157743203966,1.0697206752160275,0.7986037656018568,0.775982699402111,1,35,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
MU,3,3,2,1,0,0,66.66666666666667,66.66666666666667,1.4471599910250454,2.003329026490743,1.9595666873663171,2.0900848170102284,1,3,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
NEE,1,1,1,0,0,0,100.0,100.0,0.6534874119323516,1.2665758058716332,0.6534874119323516,1.2665758058716332,1,1,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
NKE,3,2,0,2,1,0,0.0,33.333333333333336,2.8845765217313115,0.8766395425085233,2.648050072219551,0.7585459797785293,1,3,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
NOW,2,1,1,0,1,0,100.0,100.0,2.084258961702976,1.299575803762675,2.084258961702976,1.299575803762675,1,2,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
ORCL,63,61,29,32,2,0,47.540983606557376,49.20634920634921,2.1204291945578913,1.9320741706845173,1.7367066895368832,1.3835814995388023,1,63,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
OXY,6,6,1,5,0,0,16.666666666666668,33.333333333333336,1.0819601756251107,2.944232418285449,1.058622492206713,2.0834936638677295,1,6,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
PEP,2,2,1,1,0,0,50.0,50.0,1.724398329641598,0.5090135633878086,1.724398329641598,0.5090135633878086,1,2,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
PFE,19,18,9,9,0,1,50.0,52.63157894736842,1.2905739612336422,0.7390219240254339,1.2555690562981054,0.6261361341143106,1,19,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
PYPL,1,1,0,1,0,0,0.0,0.0,1.0250430726927744,1.3896381893806307,1.0250430726927744,1.3896381893806307,1,1,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
QCOM,1,1,1,0,0,0,100.0,0.0,1.0053397164426507,0.8764500092064059,1.0053397164426507,0.8764500092064059,1,1,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
RBLX,24,23,10,13,1,0,43.47826086956522,45.833333333333336,2.275501334029625,2.0900247632031124,1.6990160495162399,2.1734673868477756,1,24,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
REGN,1,1,1,0,0,0,100.0,100.0,4.339250493096647,0.2840236686390528,4.339250493096647,0.2840236686390528,1,1,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
SBUX,2,2,1,1,0,0,50.0,50.0,0.7176214916159265,2.010438240429072,0.7176214916159265,2.010438240429072,1,2,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
SCHW,1,1,1,0,0,0,100.0,100.0,1.0252457527795709,0.2523519412093933,1.0252457527795709,0.2523519412093933,1,1,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
SHOP,6,6,3,3,0,0,50.0,66.66666666666667,1.4809355746606876,1.3727237076892174,1.5187938842226631,0.8417312814889302,1,6,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
SLB,6,6,4,2,0,0,66.66666666666667,50.0,1.0440713239233383,1.4464970783847748,0.894035325205685,0.939694687406381,1,6,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
SNOW,8,8,5,3,0,0,62.5,50.0,3.148597015879207,1.5384708936309743,2.3835097798127007,1.2742357322041804,1,8,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
SPY,1,1,1,0,0,0,100.0,0.0,0.6251658264791692,0.3349694879278293,0.6251658264791692,0.3349694879278293,1,1,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
T,12,12,7,5,0,0,58.333333333333336,41.666666666666664,0.7944331940380821,1.2750750561303597,0.6392346055844618,0.7236766009507043,1,12,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
TEAM,6,6,2,4,0,0,33.333333333333336,16.666666666666668,2.523660010014712,1.8769355823680984,2.503275497469004,1.2586473125676374,1,6,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
TGT,6,5,2,3,1,0,40.0,66.66666666666667,1.3433899605943054,1.5561891944246042,0.6336685681296945,1.0767001689498792,1,6,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
TMO,1,1,1,0,0,0,100.0,100.0,3.6082598719961347,0.0,3.6082598719961347,0.0,1,1,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
TMUS,1,1,0,1,0,0,0.0,0.0,0.0,2.5245441795231454,0.0,2.5245441795231454,1,1,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
TQQQ,3,3,0,3,0,0,0.0,0.0,0.8485817032555295,5.0914784270973685,0.6362058993637908,2.3807880753571298,1,3,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
TSLA,8,8,5,3,0,0,62.5,25.0,2.975613587444147,1.8813607029475936,2.4834392946026247,0.8867255628666559,1,8,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
TXN,2,2,1,1,0,0,50.0,50.0,1.3862860263930896,0.9941160964675789,1.3862860263930896,0.9941160964675789,1,2,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
UBER,2,2,2,0,0,0,100.0,50.0,2.8176022018459435,1.4834869991080786,2.8176022018459435,1.4834869991080786,1,2,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
UNH,3,3,2,1,0,0,66.66666666666667,33.333333333333336,0.914853531707133,1.588127999341572,0.7623162495033894,1.7879050594605306,1,3,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
UPS,35,35,18,17,0,0,51.42857142857143,48.57142857142857,1.208862426425805,1.12269541717114,0.7593338198755146,0.8321198252548336,1,35,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
URI,1,1,1,0,0,0,100.0,0.0,1.2457524416034995,3.0427963785851784,1.2457524416034995,3.0427963785851784,1,1,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
V,1,1,0,1,0,0,0.0,0.0,1.598714908590214,0.9133328233764288,1.598714908590214,0.9133328233764288,1,1,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
VRTX,1,1,1,0,0,0,100.0,100.0,2.1267864385751514,1.102760480041998,2.1267864385751514,1.102760480041998,1,1,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
VZ,1,1,0,1,0,0,0.0,100.0,0.22630123208447647,1.0309278350515556,0.22630123208447647,1.0309278350515556,1,1,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
XOM,48,47,23,24,0,1,48.93617021276596,47.916666666666664,0.8195918435124258,1.1944529693653705,0.5813244116121006,1.1638708660909343,1,48,c2_vs_c1_volume_state,C2_VOLUME_ACCELERATING
AAPL,4,3,2,1,0,1,66.66666666666667,50.0,0.8188234544548242,1.4952270572661677,0.6821417485675844,0.5327984733347153,1,4,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
ABBV,8,8,4,4,0,0,50.0,25.0,1.0305147549407807,1.0234856321692076,0.9094840831887552,0.9687737310266077,1,8,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
ABNB,7,7,5,2,0,0,71.42857142857143,42.857142857142854,1.587684626783341,0.5416941561875338,1.7155959546329271,0.4245591116917131,1,7,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
ADBE,9,9,5,4,0,0,55.55555555555556,44.44444444444444,1.1865250540316619,1.6669419257222953,0.8444797098163733,1.8236024192118505,1,9,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
AMAT,6,6,3,3,0,0,50.0,66.66666666666667,1.5393703339639409,2.0818443211892066,1.312860609042458,1.5475950102268112,1,6,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
AMD,7,7,3,4,0,0,42.857142857142854,42.857142857142854,2.3197188511565914,1.379606385628279,0.9669473419630392,0.9856743502190978,1,7,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
AMGN,4,3,2,1,0,1,66.66666666666667,100.0,1.2437816651236167,0.5884485122585913,0.9289366270390474,0.22896414354129146,1,4,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
AMZN,8,8,6,2,0,0,75.0,62.5,1.3259514721407553,0.3041087502366102,1.2147267768931003,0.15381887843268996,1,8,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
ANET,8,8,5,3,0,0,62.5,62.5,2.713462806556526,1.5411041678313415,3.0402297499128754,1.1738743242080332,1,8,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
APP,13,13,9,4,0,0,69.23076923076923,76.92307692307692,2.4927271464854246,1.7889077248096248,2.7721628645682928,0.7313035341538964,1,13,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
ARM,12,12,6,6,0,0,50.0,58.333333333333336,1.8590311317141388,1.9250566436900982,1.6785860019119392,1.5422388877560897,1,12,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
ASML,10,10,4,6,0,0,40.0,40.0,0.9680459750782925,1.069597936790624,0.7385631936026257,0.8960905789620096,1,10,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
AVGO,7,7,2,5,0,0,28.571428571428573,28.571428571428573,0.7149241037859259,1.8275151960728861,0.501303866350713,1.601676411541458,1,7,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
AXON,4,4,1,3,0,0,25.0,25.0,1.4835131654044624,1.5313382636382111,1.1685130649927,1.1624797643114975,1,4,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
AXP,7,7,4,3,0,0,57.142857142857146,71.42857142857143,1.7885110893755372,0.783078930337032,1.3471137847177717,0.4000640102416387,1,7,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
BA,4,4,2,2,0,0,50.0,50.0,2.0738467277250745,0.563046351244316,1.9541948932897169,0.5606185086734801,1,4,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
BAC,5,5,2,3,0,0,40.0,40.0,0.4935045921784537,1.1717273010885667,0.45964553100098193,1.1480214948705396,1,5,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
BKNG,1,1,0,1,0,0,0.0,0.0,0.11986180638792707,1.5205997790782455,0.11986180638792707,1.5205997790782455,1,1,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
BLK,4,3,2,1,0,1,66.66666666666667,75.0,1.9775946758004774,0.544659926065838,0.9528451301825311,0.5175885789251984,1,4,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
BMY,8,8,5,3,0,0,62.5,25.0,1.395104646001645,0.5370318444547001,1.4225234891031797,0.481082560535803,1,8,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
C,12,12,8,4,0,0,66.66666666666667,41.666666666666664,1.6301631748762289,1.0555863468977782,1.20416621206022,1.119238123033916,1,12,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
CAT,2,2,1,1,0,0,50.0,50.0,1.0140840825977548,0.7587179350103825,1.0140840825977548,0.7587179350103825,1,2,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
CEG,4,4,2,2,0,0,50.0,25.0,1.391645861457741,1.5070241995684155,1.449054549869171,0.9950798861922946,1,4,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
CMCSA,2,2,1,1,0,0,50.0,50.0,1.1144915625145702,0.6657001701880668,1.1144915625145702,0.6657001701880668,1,2,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
CME,5,5,2,3,0,0,40.0,40.0,0.6994272839387371,0.9214387456322338,0.4419387105574363,0.9107129581443928,1,5,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
CMG,13,13,9,4,0,0,69.23076923076923,38.46153846153846,1.6902722792856262,0.7784624714776397,1.3027295285359852,0.8128137700215069,1,13,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
COIN,15,15,7,8,0,0,46.666666666666664,40.0,1.9191235810502651,2.7724401670832797,1.2290062981105678,2.729181245626304,1,15,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
COP,5,5,2,3,0,0,40.0,60.0,0.6427896862948693,1.5005569119558768,0.43873152709359087,1.3675351998705274,1,5,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
COST,3,3,2,1,0,0,66.66666666666667,66.66666666666667,0.5924509037286229,1.3217218326106224,0.6040006927606433,0.8811247559981297,1,3,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
CRM,12,11,4,7,0,1,36.36363636363637,50.0,1.094758989798654,1.1789442183724812,0.7790098429359088,1.1484225591180226,1,12,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
CRWD,5,5,4,1,0,0,80.0,40.0,2.1747729897706183,0.5373096013234109,2.2207394497697006,0.5509697066837634,1,5,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
CSCO,7,7,5,2,0,0,71.42857142857143,42.857142857142854,0.6627947957528172,0.7843444488865922,0.6170650400737673,0.631250443293841,1,7,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
CVS,8,8,4,4,0,0,50.0,0.0,1.8058199664327406,0.776237703515769,1.9352417224462062,0.4914410144567739,1,8,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
CVX,8,8,6,2,0,0,75.0,75.0,1.074389506326084,0.7738561960128598,0.8389053057809719,0.5287155444478954,1,8,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
DASH,7,7,3,4,0,0,42.857142857142854,28.571428571428573,1.3394073528047625,2.5844408380248574,1.096121416526136,1.9300921934071742,1,7,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
DDOG,4,4,2,2,0,0,50.0,50.0,1.3190786445705212,3.4978739106252807,0.8633031418493018,3.6010927569223963,1,4,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
DE,1,1,0,1,0,0,0.0,0.0,0.18273402424115304,0.9601356559004461,0.18273402424115304,0.9601356559004461,1,1,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
DELL,9,8,5,3,1,0,62.5,66.66666666666667,2.1224106255113773,1.0604893132737827,1.461061165615946,0.7728813559321941,1,9,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
DIS,11,11,5,6,0,0,45.45454545454545,45.45454545454545,0.8462673071272995,0.9057913564815077,0.8837209302325608,0.5410636519597016,1,11,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
EOG,4,4,2,2,0,0,50.0,50.0,1.1439857194061966,1.0858115593927296,1.2838334030506493,1.1916686676808883,1,4,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
ETN,4,4,0,4,0,0,0.0,50.0,1.4781073620039624,1.6745970450840875,1.4159634829201773,1.5663044825430572,1,4,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
FDX,3,3,2,1,0,0,66.66666666666667,33.333333333333336,0.8769811734144919,1.1134849190801543,0.8668908157848056,0.41762519907981127,1,3,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
GE,9,9,4,5,0,0,44.44444444444444,44.44444444444444,1.5601977237332267,0.9350465128788331,1.526242280444924,0.9281236686750689,1,9,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
GILD,7,7,6,1,0,0,85.71428571428571,71.42857142857143,1.7804244208311724,0.5572133256773759,1.5494931179427969,0.3257042253521042,1,7,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
GOOG,6,6,3,3,0,0,50.0,50.0,1.4212043834935164,0.7793238895918666,0.964759879244033,0.6542397975009331,1,6,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
GS,5,5,2,3,0,0,40.0,60.0,0.6963663586823543,2.43795999936657,0.6275018214545999,2.55519337082542,1,5,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
HAL,2,1,0,1,1,0,0.0,0.0,0.8930840291161355,1.8952253206279992,0.8930840291161355,1.8952253206279992,1,2,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
HD,6,6,4,2,0,0,66.66666666666667,50.0,1.0201105697811903,0.9343818205271032,0.8761492845218709,0.889466019829337,1,6,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
HON,4,4,2,2,0,0,50.0,50.0,1.2785829809536842,0.39037085706954416,0.6020355720003808,0.3756553816385789,1,4,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
HOOD,11,11,5,6,0,0,45.45454545454545,36.36363636363637,1.756738947486636,3.3253431230783743,1.260602614452238,3.7101013894104375,1,11,low_c2_rvol_market_opposition_state,LOW_C2_RVOL_MARKET_OPPOSING
