research_period,volume_state,context_state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,volume_feature,context_feature
DISCOVERY,C2_VOLUME_DECELERATING,OTHER,3766,3684,1873,1811,12,70,50.841476655808904,46.57461497610196,1.2934936386177678,1.2464661545761677,0.9144282404790602,0.882772282827865,112,161,c2_vs_c1_volume_state,negative_candidate_state
VALIDATION,C2_VOLUME_ACCELERATING,NEGATIVE_CANDIDATE,23,22,6,16,0,1,27.272727272727273,34.78260869565217,1.0641479153854352,1.3019518507440015,0.6240249609984405,1.1372053505293946,16,21,c2_vs_c1_volume_state,negative_candidate_state
VALIDATION,C2_VOLUME_ACCELERATING,OTHER,320,307,176,131,13,0,57.328990228013026,48.125,1.8356963817613867,1.5995391945822508,1.359504188369512,1.1960387270867985,62,138,c2_vs_c1_volume_state,negative_candidate_state
VALIDATION,C2_VOLUME_DECELERATING,NEGATIVE_CANDIDATE,202,200,77,123,1,1,38.5,37.62376237623762,1.181571853676249,1.448611449380301,0.8747743431742613,1.1411029582444663,85,75,c2_vs_c1_volume_state,negative_candidate_state
VALIDATION,C2_VOLUME_DECELERATING,OTHER,3640,3559,1755,1804,55,26,49.31160438325372,47.747252747252745,1.6877610146464106,1.5549583336747188,1.1825155107826135,1.106067478640722,112,161,c2_vs_c1_volume_state,negative_candidate_state
DISCOVERY,C2_VOLUME_ACCELERATING,MULTIPLE,62,62,29,33,0,0,46.774193548387096,46.774193548387096,1.3804525829438776,1.7005898898261709,1.0497891335186718,1.1603288702929055,29,48,c2_vs_c1_volume_state,aligned_exhaustion_state
DISCOVERY,C2_VOLUME_ACCELERATING,NONE,179,173,94,79,2,4,54.335260115606935,51.95530726256983,1.2698378820073297,1.1418667389539092,0.8718297101449393,0.9058046576294757,52,104,c2_vs_c1_volume_state,aligned_exhaustion_state
DISCOVERY,C2_VOLUME_ACCELERATING,ONE,40,40,19,21,0,0,47.5,32.5,1.581724134690496,1.3109873524048752,1.0445268461255433,0.8701230004564025,24,35,c2_vs_c1_volume_state,aligned_exhaustion_state
DISCOVERY,C2_VOLUME_DECELERATING,MULTIPLE,859,847,398,449,1,11,46.989374262101535,43.77182770663562,1.5680686402587378,1.4506496781877103,1.0897927858787317,1.073839230926567,107,152,c2_vs_c1_volume_state,aligned_exhaustion_state
DISCOVERY,C2_VOLUME_DECELERATING,NONE,2476,2406,1279,1127,8,62,53.15876974231089,47.65751211631664,1.1975497968146809,1.1225554923992034,0.8686096344157623,0.80224192338542,112,161,c2_vs_c1_volume_state,aligned_exhaustion_state
DISCOVERY,C2_VOLUME_DECELERATING,ONE,656,649,315,334,3,4,48.536209553158706,44.81707317073171,1.2770068820454976,1.3982696209531533,0.8969894408627346,1.0082409287151606,110,156,c2_vs_c1_volume_state,aligned_exhaustion_state
VALIDATION,C2_VOLUME_ACCELERATING,MULTIPLE,111,107,62,45,4,0,57.94392523364486,47.747747747747745,1.960380641454969,1.8381398133909022,1.4295925661186637,1.2839297687933087,37,79,c2_vs_c1_volume_state,aligned_exhaustion_state
VALIDATION,C2_VOLUME_ACCELERATING,NONE,178,171,93,78,6,1,54.3859649122807,47.19101123595506,1.6042067255259334,1.450719340668804,1.0459019064526665,1.1226492974699767,45,110,c2_vs_c1_volume_state,aligned_exhaustion_state
VALIDATION,C2_VOLUME_ACCELERATING,ONE,54,51,27,24,3,0,52.94117647058823,46.2962962962963,2.0138369605998347,1.4728865353332423,1.861215982501158,1.2380866994526811,28,43,c2_vs_c1_volume_state,aligned_exhaustion_state
VALIDATION,C2_VOLUME_DECELERATING,MULTIPLE,1076,1051,489,562,24,1,46.52711703139867,45.260223048327134,1.9868432265968923,1.7824804330234811,1.3982143262945854,1.2943319733743532,112,159,c2_vs_c1_volume_state,aligned_exhaustion_state
VALIDATION,C2_VOLUME_DECELERATING,NONE,2045,1997,989,1008,24,24,49.52428642964447,48.50855745721272,1.4554309925084057,1.4192440223308305,1.0659373411174882,1.0101346476184159,112,161,c2_vs_c1_volume_state,aligned_exhaustion_state
VALIDATION,C2_VOLUME_DECELERATING,ONE,721,711,354,357,8,2,49.78902953586498,46.463245492371705,1.7585685384987397,1.5705476778793108,1.2235126417456184,1.198594750981601,111,158,c2_vs_c1_volume_state,aligned_exhaustion_state
DISCOVERY,LOW_C2_RVOL_MARKET_OPPOSING,BEAR,292,282,145,137,0,10,51.41843971631206,45.54794520547945,1.169841722567119,1.1303820465253314,0.8720684521345783,0.6795960532516708,100,87,low_c2_rvol_market_opposition_state,direction
DISCOVERY,LOW_C2_RVOL_MARKET_OPPOSING,BULL,89,89,49,40,0,0,55.056179775280896,51.68539325842696,1.2699363477073162,1.2353256470083585,1.0201603109060007,0.8639787328311931,62,34,low_c2_rvol_market_opposition_state,direction
DISCOVERY,OTHER,BEAR,1880,1841,908,933,11,28,49.321021184139056,45.638297872340424,1.3274689782584361,1.2906323558356578,0.9326397698450073,0.9709654209618164,112,161,low_c2_rvol_market_opposition_state,direction
DISCOVERY,OTHER,BULL,2011,1965,1032,933,3,43,52.51908396946565,47.140726006961714,1.2808150088837866,1.2126733905951912,0.8970485707645861,0.8431952662721793,112,161,low_c2_rvol_market_opposition_state,direction
VALIDATION,LOW_C2_RVOL_MARKET_OPPOSING,BEAR,202,201,121,80,0,1,60.19900497512438,57.92079207920792,1.5326025639926222,1.2890826288450028,1.25996227520909,0.9140861609548654,89,67,low_c2_rvol_market_opposition_state,direction
VALIDATION,LOW_C2_RVOL_MARKET_OPPOSING,BULL,166,160,91,69,3,3,56.875,52.40963855421687,1.6213070914621932,1.4536201887136095,1.2023904414485802,1.1548865293834443,82,62,low_c2_rvol_market_opposition_state,direction
VALIDATION,OTHER,BEAR,1830,1789,878,911,26,15,49.07769703745109,46.775956284153004,1.6466358574863547,1.5741085104796388,1.1649385999891853,1.1335897273659525,112,161,low_c2_rvol_market_opposition_state,direction
VALIDATION,OTHER,BULL,1987,1938,924,1014,40,9,47.6780185758514,46.099647710115754,1.7121084739123213,1.566256198114414,1.168404789494007,1.1285084964970389,112,161,low_c2_rvol_market_opposition_state,direction
