quarter,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,feature
2025Q2,C2_VOLUME_ACCELERATING,46,45,24,21,0,1,53.333333333333336,54.34782608695652,1.3376856986844412,1.1422656047503872,0.8585905716133374,0.9423623904200362,28,22,c2_vs_c1_volume_state
2025Q2,C2_VOLUME_DECELERATING,643,633,334,299,0,10,52.76461295418641,50.5443234836703,1.1715473810493264,1.1707063341815027,0.8757531639140966,0.9094277480444535,111,25,c2_vs_c1_volume_state
2025Q3,C2_VOLUME_ACCELERATING,106,104,46,58,2,0,44.23076923076923,46.22641509433962,1.1749006254695682,1.3658221193313638,0.8776481323126881,1.070896704406481,40,51,c2_vs_c1_volume_state
2025Q3,C2_VOLUME_DECELERATING,1519,1486,697,789,7,26,46.90444145356662,41.86965108624095,1.151600258173908,1.2362303992911265,0.8444610840717173,0.8829300196206656,112,64,c2_vs_c1_volume_state
2025Q4,C2_VOLUME_ACCELERATING,106,103,56,47,0,3,54.36893203883495,49.056603773584904,1.4309344088719331,1.3422848736577475,1.001511037124668,0.7999283060096241,35,53,c2_vs_c1_volume_state
2025Q4,C2_VOLUME_DECELERATING,1596,1550,812,738,5,41,52.38709677419355,47.556390977443606,1.386145915252141,1.2831421569531514,0.9803777234904403,0.8791050425291707,112,64,c2_vs_c1_volume_state
2026Q1,C2_VOLUME_ACCELERATING,140,136,83,53,4,0,61.029411764705884,45.714285714285715,1.5624539897812473,1.5493013420733388,1.3214952244700733,1.1058585972437396,39,58,c2_vs_c1_volume_state
2026Q1,C2_VOLUME_DECELERATING,1429,1405,727,678,20,4,51.743772241992886,47.445766270118966,1.664619653532843,1.4395102841516012,1.1963737243634303,1.085423437787442,112,61,c2_vs_c1_volume_state
2026Q2,C2_VOLUME_ACCELERATING,138,135,72,63,3,0,53.333333333333336,47.10144927536232,1.8975092023943578,1.3284514407349106,1.4175354653049652,1.1461736600428463,43,55,c2_vs_c1_volume_state
2026Q2,C2_VOLUME_DECELERATING,1489,1458,727,731,19,12,49.862825788751714,47.88448623237072,1.7495570233685616,1.602556064364829,1.1977033052004813,1.1079171158222678,112,62,c2_vs_c1_volume_state
2026Q3,C2_VOLUME_ACCELERATING,88,81,43,38,6,1,53.08641975308642,47.72727272727273,1.928458708494109,1.8663136657335344,1.2024125357782238,1.2910603667775549,37,39,c2_vs_c1_volume_state
2026Q3,C2_VOLUME_DECELERATING,1157,1129,527,602,17,11,46.6784765279008,47.79602420051858,1.5844786946026526,1.5330414724707966,1.1316526610644315,1.0905780257244684,112,46,c2_vs_c1_volume_state
2025Q2,LOW_C2_RVOL_MARKET_OPPOSING,32,32,15,17,0,0,46.875,50.0,0.8780738732006803,1.102736727349464,0.6144401059032629,0.9459861270728624,27,13,low_c2_rvol_market_opposition_state
2025Q2,OTHER,657,646,343,303,0,11,53.09597523219814,50.83713850837138,1.1974735832751588,1.1720255942496824,0.8841732979663982,0.9094277480444535,111,25,low_c2_rvol_market_opposition_state
