research_period,discovery_q01,discovery_q99,winner_raw_mean,loser_raw_mean,raw_difference,winner_winsor_mean,loser_winsor_mean,winsor_difference,winner_median,loser_median,median_difference
DISCOVERY,0.031464858556296486,46.60515443624575,2.787273133723368,1.898696235309989,0.8885768984133788,1.5948919868377511,1.2731128467518595,0.3217791400858916,0.3194113935735641,0.31085848686789497,0.008552906705669105
VALIDATION,0.031464858556296486,46.60515443624575,4.648901540272292,3.6576054518004537,0.9912960884718385,2.1613352113219784,1.7757545100534071,0.38558070126857125,0.28778000145455107,0.2846058782679034,0.0031741231866476705
