feature,period_type,period,discovery_q01,discovery_q99,total_n,winner_raw_mean,loser_raw_mean,raw_difference,winner_winsor_mean,loser_winsor_mean,winsor_difference,winner_median,loser_median,median_difference
directional_rth_open_gap_pct,research_period,DISCOVERY,-3.650410406133769,3.8036436912436398,4173,0.03734707307023823,0.011225915496144883,0.026121157574093348,0.05214883694226793,0.03314424402245464,0.01900459291981329,0.02125414748620491,0.004950249987623057,0.016303897498581854
directional_rth_open_gap_pct,research_period,VALIDATION,-3.650410406133769,3.8036436912436398,4134,0.08419437272351411,-0.028783166769053382,0.1129775394925675,0.07655520430685454,-0.009121239827602663,0.08567644413445721,0.03977197401563437,0.023591464212863178,0.016180509802771192
directional_rth_open_gap_pct,validation_subperiod,VALIDATION_OLDER,-3.650410406133769,3.8036436912436398,2041,0.17881045751306232,0.09504048423034749,0.08376997328271484,0.15543672506877598,0.09637373444322249,0.059062990625553494,0.08992206754145915,0.08819175111945965,0.0017303164219995004
directional_rth_open_gap_pct,validation_subperiod,VALIDATION_NEWER,-3.650410406133769,3.8036436912436398,2093,-0.009005303611100772,-0.14995172973532866,0.1409464261242279,-0.0011454553658165785,-0.1123541386267337,0.11120868326091712,-0.020708708596450798,-0.04680442102147353,0.026095712425022732
directional_premarket_gap_from_prior_close_pct,research_period,DISCOVERY,-2.9118538374728606,2.682333092734496,4173,-0.00730282708199704,-0.03420921411725845,0.02690638703526141,-0.016527064260436958,-0.028823427249447,0.012296362989010042,0.003885924613911129,-0.013696753869341105,0.017582678483252234
directional_premarket_gap_from_prior_close_pct,research_period,VALIDATION,-2.9118538374728606,2.682333092734496,4134,-0.016972831155305537,-0.06993460406368357,0.05296177290837803,-0.026835594577491614,-0.058443873707404184,0.03160827912991257,-0.010043185698505042,-0.018524373971801067,0.008481188273296025
directional_premarket_gap_from_prior_close_pct,validation_subperiod,VALIDATION_OLDER,-2.9118538374728606,2.682333092734496,2041,0.007403893236941857,-0.04461245982281528,0.05201635305975714,-0.017530846001794744,-0.02159076546227085,0.004059919460476107,-0.01961168856638995,-0.002418134962300922,-0.01719355360408903
directional_premarket_gap_from_prior_close_pct,validation_subperiod,VALIDATION_NEWER,-2.9118538374728606,2.682333092734496,2093,-0.04098463452371689,-0.09471377835006932,0.05372914382635243,-0.03600105050983973,-0.09450675935858728,0.05850570884874755,0.0,-0.031496291004307064,0.031496291004307064
directional_premarket_return_pct,research_period,DISCOVERY,-2.610696323500869,2.878737690469659,4173,0.038125016968303845,0.07109904194158591,-0.032974024973282064,0.06148704768355038,0.07799344199675932,-0.016506394313208946,0.020491803278699372,0.021602979571394565,-0.001111176292695193
directional_premarket_return_pct,research_period,VALIDATION,-2.610696323500869,2.878737690469659,4134,0.10144548186278561,0.049950048711331754,0.05149543315145386,0.08991983862935785,0.04905784261854818,0.04086199601080966,0.043290043290045155,0.03707450121644418,0.006215542073600977
directional_premarket_return_pct,validation_subperiod,VALIDATION_OLDER,-2.610696323500869,2.878737690469659,2041,0.1750163558391261,0.14605567916565287,0.028960676673473212,0.16626234109990146,0.12537466710389975,0.04088767399600171,0.11371287499064575,0.09103958804619339,0.022673286944452364
directional_premarket_return_pct,validation_subperiod,VALIDATION_NEWER,-2.610696323500869,2.878737690469659,2093,0.028975968275312528,-0.044094837230323626,0.07307080550563616,0.014720187992205591,-0.025622558729690596,0.04034274672189619,-0.008801355534332478,-0.010361115446433367,0.0015597599121008887
directional_premarket_close_vs_prior_close_pct,research_period,DISCOVERY,-3.6409321071897685,3.9599167079581234,4173,0.041445356160647887,0.02293285335671787,0.018512502803930016,0.05835295562505108,0.04576052587263248,0.012592429752418595,0.019401178241740258,0.01670126213824119,0.002699916103499067
directional_premarket_close_vs_prior_close_pct,research_period,VALIDATION,-3.6409321071897685,3.9599167079581234,4134,0.08494150974930356,-0.019714033576006925,0.10465554332531049,0.08222646400740773,0.0033233843134970577,0.07890307969391067,0.0306616790335279,0.029875839810328264,0.0007858392231996358
directional_premarket_close_vs_prior_close_pct,validation_subperiod,VALIDATION_OLDER,-3.6409321071897685,3.9599167079581234,2041,0.1820182564021999,0.10188410361930085,0.08013415278289905,0.16425075375891676,0.10587323314164875,0.05837752061726802,0.09272614877395835,0.08374842993610354,0.008977718837854809
directional_premarket_close_vs_prior_close_pct,validation_subperiod,VALIDATION_NEWER,-3.6409321071897685,3.9599167079581234,2093,-0.010681992193220061,-0.13870480330708782,0.12802281111386776,0.0014300827851128556,-0.09702753988091259,0.09845762266602544,-0.024264675547980286,-0.02483564444432096,0.0005709688963406734
