symbol,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,feature,state
AAPL,11,11,6,5,0,0,54.54545454545455,54.54545454545455,0.8762543810654179,1.0122473682371036,0.7050680811151742,0.6471190406551557,1,11,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
ABBV,17,17,11,6,0,0,64.70588235294117,58.8235294117647,1.0821560616044625,0.6491244346743292,0.8805747831420271,0.5886214937402291,1,17,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
ABNB,15,14,7,7,0,1,50.0,53.333333333333336,1.0626524240207773,1.05920969063433,0.9604302727621974,1.1060668592653646,1,15,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
ADBE,11,11,6,5,0,0,54.54545454545455,45.45454545454545,1.879199599264308,0.8475719450379238,1.3197519929140913,0.5887939221272598,1,11,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
AMAT,12,12,7,5,0,0,58.333333333333336,58.333333333333336,1.9874563526995883,1.3474597198964746,1.8885432054840123,0.6747544307602882,1,12,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
AMD,18,18,10,8,0,0,55.55555555555556,61.111111111111114,1.894244194872601,1.8365752508169837,1.2967841674395624,1.5979425377319356,1,18,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
AMGN,13,12,3,9,0,1,25.0,30.76923076923077,0.7079562687028201,1.176542785589271,0.3827403041548418,0.8952214367271585,1,13,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
AMZN,10,10,6,4,0,0,60.0,90.0,0.9412163863306541,0.9641159489541484,0.8381782722057882,0.31187275923125,1,10,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
ANET,11,11,6,5,0,0,54.54545454545455,36.36363636363637,1.299722672348006,1.9073307010963783,1.0421237384817776,1.7499019069292836,1,11,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
APP,17,17,10,7,0,0,58.8235294117647,64.70588235294117,3.36962751192685,1.54085912594002,3.157187995857137,0.8619442343153806,1,17,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
ARM,15,15,10,5,0,0,66.66666666666667,60.0,2.303081083561129,1.3891685897355373,2.429436147114939,0.8647601277405091,1,15,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
ASML,10,8,5,3,0,2,62.5,30.0,0.8163812478414509,0.8296303097501786,0.7385631936026257,0.4650823767459308,1,10,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
AVGO,20,20,5,15,0,0,25.0,30.0,1.4070780999004593,1.1813592229612795,1.044408979965711,1.1643650006615314,1,20,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
AXON,12,12,4,8,0,0,33.333333333333336,33.333333333333336,1.5656303200673325,2.7600101778099084,1.6624629361807393,1.8926833355991404,1,12,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
AXP,15,15,8,7,0,0,53.333333333333336,40.0,1.1827616480575358,0.843638516803695,1.035502958579892,0.7173872003020493,1,15,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
BA,10,10,5,5,0,0,50.0,50.0,1.0101894684286614,0.8760107990988082,0.864363268310633,0.6196146318003113,1,10,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
BAC,12,12,2,10,0,0,16.666666666666668,33.333333333333336,0.4993285141297386,1.379816983775407,0.3585077330932952,1.114570598980846,1,12,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
BKNG,6,6,2,4,0,0,33.333333333333336,33.333333333333336,1.4051576374028898,1.8595116171534956,0.7669191055076395,1.6172711324466014,1,6,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
BLK,7,6,2,4,0,1,33.333333333333336,42.857142857142854,1.5435499584390302,0.8270384164538659,0.3733828115312211,0.9070589217313857,1,7,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
BMY,13,12,6,6,0,1,50.0,53.84615384615385,1.2936321970576263,0.9225272417464433,1.0684283500530154,0.912778904665325,1,13,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
C,18,18,13,5,0,0,72.22222222222223,44.44444444444444,1.0860585075369231,1.3030825768435512,0.7767195791997177,0.8917603572392012,1,18,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
CAT,6,6,3,3,0,0,50.0,50.0,1.2751415883211992,1.3938200394584708,0.8002833744225902,1.095560784749674,1,6,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL
