model_id,symbol,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
M1_AVOIDANCE_FILTER,COST,35,35,18,17,0,0,51.42857142857143,0.7998929387983934,0.8793338351014623,0.6593705914270208,0.715734600145033,1,35
M1_AVOIDANCE_FILTER,CRM,27,27,15,12,0,0,55.55555555555556,2.0568396919391683,1.7164680534898606,1.494827207876111,1.1060680980160795,1,27
M1_AVOIDANCE_FILTER,CRWD,25,25,11,14,0,0,44.0,2.528843263064864,1.9374064829654534,2.2207394497697006,1.76488665964325,1,25
M1_AVOIDANCE_FILTER,CSCO,22,22,8,14,0,0,36.36363636363637,1.3196985281277607,1.2242577435506201,0.9150995003432596,0.7945401403143642,1,22
M1_AVOIDANCE_FILTER,CVS,28,27,13,14,1,0,48.148148148148145,1.375655625367184,1.2535834847636143,1.051320938576035,0.7882202317607523,1,28
M1_AVOIDANCE_FILTER,CVX,32,32,14,18,0,0,43.75,0.8159352365741535,1.0673686748674838,0.6672251598881854,0.8784010575079217,1,32
M1_AVOIDANCE_FILTER,DASH,28,27,12,15,1,0,44.44444444444444,2.144121318935805,2.3826102502874944,1.590209232987156,1.8356408870643617,1,28
M1_AVOIDANCE_FILTER,DDOG,31,29,21,8,2,0,72.41379310344827,2.923501334359806,2.2847893355216473,2.82985896069408,1.6892496866232933,1,31
M1_AVOIDANCE_FILTER,DE,20,20,7,13,0,0,35.0,1.8371749284341554,1.036532486704401,1.6451882626371868,0.7433911898872535,1,20
M1_AVOIDANCE_FILTER,DELL,35,34,18,16,1,0,52.94117647058823,3.6934287069750122,2.078854149659808,2.805996375816821,1.6335466487032773,1,35
M1_AVOIDANCE_FILTER,DIS,34,34,17,17,0,0,50.0,0.9573383868782471,0.9236702488448503,0.7559054064446882,0.6869896712731789,1,34
M1_AVOIDANCE_FILTER,EOG,14,14,8,6,0,0,57.142857142857146,1.0067782019301197,1.6684389428351467,0.906966266567946,1.4736150143079452,1,14
M1_AVOIDANCE_FILTER,ETN,19,19,10,9,0,0,52.63157894736842,1.6494705939170118,1.3530849067812045,1.4942980731419553,0.9974691082328376,1,19
M1_AVOIDANCE_FILTER,FDX,19,19,13,6,0,0,68.42105263157895,1.5329830351367826,0.8997134321104621,1.2284716367577937,0.5578678465982787,1,19
M1_AVOIDANCE_FILTER,GE,28,28,12,16,0,0,42.857142857142854,1.2540386046564862,1.5279119189114767,0.8176289403703743,1.469397433473461,1,28
M1_AVOIDANCE_FILTER,GILD,21,21,12,9,0,0,57.142857142857146,1.3135570147845863,0.9124499503714818,1.0869565217391304,0.852018827828647,1,21
M1_AVOIDANCE_FILTER,GOOG,26,26,14,12,0,0,53.84615384615385,1.2887028935379459,1.1681621607914023,0.8788319133792888,0.8723610333422346,1,26
M1_AVOIDANCE_FILTER,GS,35,35,16,19,0,0,45.714285714285715,1.3583571248098572,1.5597308049970293,0.9731834762890708,1.292449562215552,1,35
M1_AVOIDANCE_FILTER,HAL,28,27,17,10,1,0,62.96296296296296,1.1211913498248396,1.6037455872663888,1.045995923219101,1.288298597499987,1,28
M1_AVOIDANCE_FILTER,HD,32,32,15,17,0,0,46.875,1.2232849937600445,1.0538661334929686,1.0046095220917675,0.694138169967766,1,32
M1_AVOIDANCE_FILTER,HON,20,20,14,6,0,0,70.0,1.6233101009166906,0.9716401864832118,1.2950886707858387,0.6575170782340019,1,20
M1_AVOIDANCE_FILTER,HOOD,35,33,23,10,2,0,69.6969696969697,3.1118855815940782,2.146961137101962,3.0723955267804506,1.3515358361774674,1,35
M1_AVOIDANCE_FILTER,IBM,25,25,15,10,0,0,60.0,2.0740232006335924,1.243144984343861,1.5960905999739927,1.092533616418966,1,25
M1_AVOIDANCE_FILTER,INTC,35,35,18,17,0,0,51.42857142857143,3.020378337005436,2.883317613335494,2.2122176511682015,2.474916387959865,1,35
M1_AVOIDANCE_FILTER,ISRG,20,20,10,10,0,0,50.0,1.6761922087426075,1.1281748420608182,1.2883216675748463,0.632438140804827,1,20
M1_AVOIDANCE_FILTER,IWM,38,36,18,18,0,2,50.0,0.7875364472828948,0.7766663234984078,0.5952298293338187,0.6153335658532211,1,38
M1_AVOIDANCE_FILTER,JNJ,27,27,13,14,0,0,48.148148148148145,0.8389340630875791,0.961161019316158,0.5735433742176602,0.8427579581677561,1,27
M1_AVOIDANCE_FILTER,JPM,30,30,18,12,0,0,60.0,0.8287966082378143,1.1625969339173416,0.8226969835088391,0.6521510041862558,1,30
M1_AVOIDANCE_FILTER,KLAC,23,23,14,9,0,0,60.869565217391305,2.7107584768685737,2.5874724279535486,1.5475021972452718,1.8951978254303767,1,23
M1_AVOIDANCE_FILTER,LLY,38,37,22,15,1,0,59.45945945945946,1.4237278544073833,1.6816704529603286,1.0991504309035673,1.3085952952711981,1,38
M1_AVOIDANCE_FILTER,LMT,20,20,11,9,0,0,55.0,1.6518754977032823,1.0939159187358165,1.3418096655776788,1.1214750452439466,1,20
M1_AVOIDANCE_FILTER,LOW,14,14,10,4,0,0,71.42857142857143,1.318705998701073,0.8533675700992214,1.3146982601877744,0.6495036841927713,1,14
M1_AVOIDANCE_FILTER,LRCX,32,32,16,16,0,0,50.0,2.555791925702426,2.416788639428861,1.977575994043454,2.0293344957153128,1,32
M1_AVOIDANCE_FILTER,LULU,30,29,18,11,1,0,62.06896551724138,2.1296310708645434,1.8531646171150848,1.8254009735142778,1.0220630335578764,1,30
M1_AVOIDANCE_FILTER,MA,25,25,10,15,0,0,40.0,0.9400213807899805,1.0237597574667496,0.7271465062256776,0.8562251306390588,1,25
M1_AVOIDANCE_FILTER,MCD,30,30,11,19,0,0,36.666666666666664,0.7191123529872454,0.9368490073459347,0.6356457231288345,0.6447235682465358,1,30
M1_AVOIDANCE_FILTER,META,41,41,22,19,0,0,53.65853658536585,1.3204255815506651,1.1944555072696772,1.1424017003188192,1.0224715436548026,1,41
M1_AVOIDANCE_FILTER,MNDY,25,22,9,13,3,0,40.90909090909091,2.918831149854296,2.8448701012550357,2.8958210712183563,2.001177163037084,1,25
M1_AVOIDANCE_FILTER,MRK,22,22,11,11,0,0,50.0,0.9865197899724065,1.0532105099238565,1.1400050882330204,0.7454857303748543,1,22
M1_AVOIDANCE_FILTER,MRNA,31,29,19,10,2,0,65.51724137931035,3.364479661993831,2.921712785844333,3.3092037228541913,2.286813421671298,1,31
M1_AVOIDANCE_FILTER,MRVL,30,28,18,10,2,0,64.28571428571429,3.8502717709505823,2.3265220581850445,2.819962911413569,1.9033248187152072,1,30
M1_AVOIDANCE_FILTER,MS,21,21,13,8,0,0,61.904761904761905,1.085860504022415,1.2444770647022827,0.7986037656018568,0.8375301072914392,1,21
M1_AVOIDANCE_FILTER,MSFT,29,29,8,21,0,0,27.586206896551722,1.0722976173885048,1.1598730359576062,0.8776180477036535,0.9650938350271002,1,29
M1_AVOIDANCE_FILTER,MU,34,31,16,15,3,0,51.61290322580645,3.4991632240767343,2.5929235140023392,2.5431613096241286,1.9325917581512284,1,34
M1_AVOIDANCE_FILTER,NEE,21,21,9,12,0,0,42.857142857142854,0.6927902059703667,0.9659823328241909,0.6076186024772097,0.6241313792671169,1,21
M1_AVOIDANCE_FILTER,NFLX,40,39,17,22,1,0,43.58974358974359,1.398957449950298,1.3026086519231577,1.1017875056809663,0.9839814996470211,1,40
M1_AVOIDANCE_FILTER,NKE,32,30,15,15,2,0,50.0,1.1053952542733283,1.58382821703621,0.8531312682273006,1.5046542772283873,1,32
M1_AVOIDANCE_FILTER,NOW,30,29,17,12,1,0,58.62068965517241,2.3175493173635835,1.9452411267558607,2.2507140977608135,1.4411029507318154,1,30
M1_AVOIDANCE_FILTER,NVDA,40,40,24,16,0,0,60.0,1.836642213820032,1.1195726318674972,1.4180798514914297,0.9496197159314602,1,40
M1_AVOIDANCE_FILTER,ORCL,38,36,23,13,2,0,63.888888888888886,2.675979714893032,1.83827210880806,2.2515063654361547,1.3902865398737823,1,38
M1_AVOIDANCE_FILTER,OXY,40,40,15,25,0,0,37.5,1.0959474476841722,1.4424182079257561,0.8455404679263381,1.0204874557785342,1,40
M1_AVOIDANCE_FILTER,PANW,22,22,10,12,0,0,45.45454545454545,1.8509840910070088,1.9082184495147887,1.809142016801427,1.5954944941125357,1,22
M1_AVOIDANCE_FILTER,PEP,24,23,10,13,0,1,43.47826086956522,0.8054389692396255,1.028302151249622,0.5545976790278111,0.9963925259170077,1,24
M1_AVOIDANCE_FILTER,PFE,30,30,15,15,0,0,50.0,0.9654976043912129,0.8766318812962125,0.6881649577319922,0.7823346878087206,1,30
M1_AVOIDANCE_FILTER,PLTR,26,26,14,12,0,0,53.84615384615385,2.4153259203616386,1.6899317175006408,2.0883056725581532,1.5844570814589773,1,26
M1_AVOIDANCE_FILTER,PYPL,29,29,17,12,0,0,58.62068965517241,1.6047208847005583,1.5657238820885404,1.1673850574712619,1.0506465517241395,1,29
M1_AVOIDANCE_FILTER,QCOM,33,30,17,13,3,0,56.666666666666664,2.5992710913876755,1.7957958497692628,2.407506702412874,1.2283683559950582,1,33
M1_AVOIDANCE_FILTER,QQQ,49,47,22,25,0,2,46.808510638297875,0.7070633070769538,0.6762632532493262,0.5545788391178377,0.6086274045225035,1,49
M1_AVOIDANCE_FILTER,RBLX,21,21,8,13,0,0,38.095238095238095,2.139165678865711,2.3078996784835146,1.7010358262852858,2.2228102672664627,1,21
M1_AVOIDANCE_FILTER,REGN,17,17,7,10,0,0,41.1764705882353,1.6138886330528162,1.1740007708588582,1.373570386311569,1.4666746404329674,1,17
M1_AVOIDANCE_FILTER,RTX,27,27,20,7,0,0,74.07407407407408,1.5476824536757,0.8631912324139057,1.267580399534181,0.49387232485823307,1,27
M1_AVOIDANCE_FILTER,SBUX,24,24,13,11,0,0,54.166666666666664,1.1723580565922853,1.2900474295816864,0.9753488796067343,1.0968174735573815,1,24
M1_AVOIDANCE_FILTER,SCHW,22,22,15,7,0,0,68.18181818181819,1.3114347438920333,0.862162702961368,1.1363347579120955,0.7111054951234408,1,22
M1_AVOIDANCE_FILTER,SHOP,26,24,11,13,2,0,45.833333333333336,3.6703134197873144,1.5384653023774268,2.867321607191224,1.4254317393858948,1,26
M1_AVOIDANCE_FILTER,SLB,25,25,12,13,0,0,48.0,1.6216520915914772,1.0189535802690246,1.593750000000001,0.7637017070979284,1,25
M1_AVOIDANCE_FILTER,SNOW,26,25,14,11,1,0,56.0,2.1049169095168527,2.6614601363247896,1.7613334114547259,2.40534283388736,1,26
M1_AVOIDANCE_FILTER,SPY,46,39,18,21,0,7,46.15384615384615,0.5675075757601821,0.5526690482549687,0.48000894216035556,0.4937616191750106,1,46
M1_AVOIDANCE_FILTER,T,30,30,12,18,0,0,40.0,1.3443026826432496,1.4986422289597363,1.2176863829574263,1.0981481738575787,1,30
M1_AVOIDANCE_FILTER,TEAM,31,28,15,13,3,0,53.57142857142857,3.278515331435413,2.8814627401500164,2.89129923771784,2.979571499750867,1,31
M1_AVOIDANCE_FILTER,TGT,20,19,11,8,1,0,57.89473684210526,1.454604568821708,1.1710095142227501,1.159813650431667,0.9479183532563673,1,20
M1_AVOIDANCE_FILTER,TMO,22,22,14,8,0,0,63.63636363636363,1.625725587343413,1.2328424736231045,1.5904306123584209,1.1839031072543835,1,22
M1_AVOIDANCE_FILTER,TMUS,19,19,8,11,0,0,42.10526315789474,1.0396973285537099,1.47688102636363,0.6135986733001734,1.4187253848907928,1,19
M1_AVOIDANCE_FILTER,TQQQ,49,49,28,21,0,0,57.142857142857146,2.4770539959114743,2.148718654338636,2.09650367694491,1.8868999186330253,1,49
M1_AVOIDANCE_FILTER,TSLA,40,40,18,22,0,0,45.0,1.5995622012203667,1.4406302441414933,1.2429922320326752,1.0673882051511825,1,40
M1_AVOIDANCE_FILTER,TXN,33,33,18,15,0,0,54.54545454545455,1.5096877391907715,1.2912902493228275,1.0682720635327165,1.0645315378841314,1,33
M1_AVOIDANCE_FILTER,UBER,27,27,12,15,0,0,44.44444444444444,1.045146619655227,1.7076391461176603,0.7593265103994755,1.7295813315030761,1,27
M1_AVOIDANCE_FILTER,UNH,32,32,19,13,0,0,59.375,1.0817860054913315,1.2981418618547407,1.1222374958610442,1.0699368645011011,1,32
M1_AVOIDANCE_FILTER,UPS,29,29,14,15,0,0,48.275862068965516,1.3905530445054342,0.9615722322011304,0.8630835995994066,0.8398707891093778,1,29
M1_AVOIDANCE_FILTER,URI,10,9,4,5,1,0,44.44444444444444,1.1095987895169008,1.7647908455346368,0.8736276797164578,1.582940126908031,1,10
M1_AVOIDANCE_FILTER,V,32,32,20,12,0,0,62.5,1.132360894621794,0.8234159738573488,0.9983245932613253,0.707486935285319,1,32
M1_AVOIDANCE_FILTER,VRTX,15,15,9,6,0,0,60.0,1.0937776717451195,1.4070349978285366,0.7794250294886335,1.102760480041998,1,15
M1_AVOIDANCE_FILTER,VZ,35,35,12,23,0,0,34.285714285714285,1.1956792107243126,1.0642453043488114,0.8572834645669244,0.8775510204081627,1,35
M1_AVOIDANCE_FILTER,WMT,29,29,13,16,0,0,44.827586206896555,1.0854450354278296,0.9932696258041913,0.8851574668540758,0.7492920932258762,1,29
M1_AVOIDANCE_FILTER,XOM,38,38,18,20,0,0,47.36842105263158,0.9879067171844691,1.3245310008602968,0.6460019847392409,1.4400450507908735,1,38
M2_POSITIVE_ONLY,AAPL,1,1,0,1,0,0,0.0,0.2865859295553422,0.8042895442359291,0.2865859295553422,0.8042895442359291,1,1
M2_POSITIVE_ONLY,ABBV,6,6,3,3,0,0,50.0,1.0330998189583624,0.9753403190433044,1.18363291369432,0.9444122042649048,1,6
M2_POSITIVE_ONLY,ABNB,2,2,1,1,0,0,50.0,0.8473471900480013,1.6672070472410567,0.8473471900480013,1.6672070472410567,1,2
M2_POSITIVE_ONLY,ADBE,6,6,4,2,0,0,66.66666666666667,2.8199046765738323,0.9613864721813563,2.9990290316667574,0.6230175672048638,1,6
M2_POSITIVE_ONLY,AMAT,3,3,1,2,0,0,33.333333333333336,0.699389262527082,3.152638629751665,0.6004454547541983,3.887102140401459,1,3
M2_POSITIVE_ONLY,AMD,6,6,2,4,0,0,33.333333333333336,3.0864570796576802,2.2849994074863633,3.32856324709892,1.277663638207375,1,6
M2_POSITIVE_ONLY,AMGN,5,5,2,3,0,0,40.0,1.2472148236443377,0.6900393734054378,1.3590679913347568,0.5777635179485435,1,5
M2_POSITIVE_ONLY,AMZN,1,1,1,0,0,0,100.0,1.6077974008663836,0.10621459513495311,1.6077974008663836,0.10621459513495311,1,1
M2_POSITIVE_ONLY,ANET,1,1,1,0,0,0,100.0,2.186782650718848,1.5295396882928696,2.186782650718848,1.5295396882928696,1,1
M2_POSITIVE_ONLY,APP,6,5,2,3,1,0,40.0,3.1767651995321593,1.2625463950017242,3.137426321704349,0.8205118490894783,1,6
M2_POSITIVE_ONLY,ARM,5,5,4,1,0,0,80.0,4.8348641411457285,1.0634276833621943,3.7789651253890786,0.49305244285073707,1,5
M2_POSITIVE_ONLY,ASML,4,4,3,1,0,0,75.0,1.1086873764973952,2.003937690026774,1.0919801862306615,1.8709151080236956,1,4
M2_POSITIVE_ONLY,AVGO,1,1,0,1,0,0,0.0,0.7402758561668175,2.7799569242180047,0.7402758561668175,2.7799569242180047,1,1
M2_POSITIVE_ONLY,AXON,3,3,1,2,0,0,33.333333333333336,5.450323355816753,2.0529212861501316,4.478125141383523,1.1301633262453068,1,3
M2_POSITIVE_ONLY,AXP,4,4,1,3,0,0,25.0,1.5716030088612731,0.926898941910937,1.378451285818936,0.863953555304966,1,4
M2_POSITIVE_ONLY,BA,4,4,1,3,0,0,25.0,0.9952894746673876,2.4420111649647898,0.8162445682042643,1.7411936748980295,1,4
M2_POSITIVE_ONLY,BAC,2,2,0,2,0,0,0.0,0.42823546391319023,1.6072033344224959,0.42823546391319023,1.6072033344224959,1,2
M2_POSITIVE_ONLY,BKNG,2,2,2,0,0,0,100.0,2.875082467068842,0.44873222890805203,2.875082467068842,0.44873222890805203,1,2
M2_POSITIVE_ONLY,BLK,1,1,0,1,0,0,0.0,0.4937061223060516,0.8683625413610245,0.4937061223060516,0.8683625413610245,1,1
M2_POSITIVE_ONLY,BMY,5,5,4,1,0,0,80.0,1.1047634788709473,1.3729862236104309,1.0474179928548282,1.2909801257007052,1,5
M2_POSITIVE_ONLY,C,4,4,3,1,0,0,75.0,0.7176404939633939,1.6139544520595583,0.5860273679460707,1.881625065934555,1,4
M2_POSITIVE_ONLY,CEG,8,8,1,7,0,0,12.5,1.7842428206398022,1.9973834998497746,0.5505626335349671,2.2177343582918034,1,8
M2_POSITIVE_ONLY,CMCSA,3,3,2,1,0,0,66.66666666666667,1.4037379945415422,1.0363992893233884,0.5319584254030538,0.6026516673362738,1,3
M2_POSITIVE_ONLY,CME,2,2,1,1,0,0,50.0,1.8750422626872183,0.48975092148808974,1.8750422626872183,0.48975092148808974,1,2
M2_POSITIVE_ONLY,CMG,4,4,2,2,0,0,50.0,1.3523214406339188,1.2291592595209302,1.5144689371890414,1.0617922278376486,1,4
M2_POSITIVE_ONLY,COIN,3,3,2,1,0,0,66.66666666666667,2.477635584328782,1.4863075964693155,2.116168852639702,0.6447701972886517,1,3
M2_POSITIVE_ONLY,COP,3,3,1,2,0,0,33.333333333333336,1.949005920247753,0.8789676133131524,1.9295109766717118,0.6920573811815348,1,3
M2_POSITIVE_ONLY,COST,3,3,2,1,0,0,66.66666666666667,1.357704022452312,0.21964112437404362,1.0962905067001212,0.10489834116642655,1,3
M2_POSITIVE_ONLY,CRM,4,4,3,1,0,0,75.0,2.1946261685763773,1.0127955243221767,2.2335211528744345,1.0805140558142292,1,4
M2_POSITIVE_ONLY,CRWD,3,3,1,2,0,0,33.333333333333336,1.9939878392937505,2.3772487884335116,1.575132221757874,2.925451427418535,1,3
M2_POSITIVE_ONLY,CSCO,1,1,1,0,0,0,100.0,5.328809482906718,0.03435835767049651,5.328809482906718,0.03435835767049651,1,1
M2_POSITIVE_ONLY,CVS,3,3,1,2,0,0,33.333333333333336,0.6459729647238114,1.7714781813434577,0.10169060633023809,1.6009736916019173,1,3
M2_POSITIVE_ONLY,CVX,5,5,4,1,0,0,80.0,1.0818382479319504,1.3211267212139444,1.402137679242289,1.3122387427906184,1,5
M2_POSITIVE_ONLY,DASH,2,2,2,0,0,0,100.0,2.0522143048169035,1.132182281347293,2.0522143048169035,1.132182281347293,1,2
M2_POSITIVE_ONLY,DDOG,7,7,6,1,0,0,85.71428571428571,3.3801008326815425,1.1444730630643265,3.8989945506178514,0.9055952106838618,1,7
M2_POSITIVE_ONLY,DE,4,4,1,3,0,0,25.0,2.538088674372348,1.4314420702466482,2.2343645927620646,1.682393967912346,1,4
M2_POSITIVE_ONLY,DELL,7,7,4,3,0,0,57.142857142857146,3.4428306357743415,2.0324049082522415,3.0006256316473294,0.7459454256701532,1,7
M2_POSITIVE_ONLY,DIS,3,3,2,1,0,0,66.66666666666667,0.9372138407793073,1.1685698809655425,0.5675568656782174,1.2979013594966733,1,3
M2_POSITIVE_ONLY,EOG,2,2,1,1,0,0,50.0,1.9449843776220295,0.47121135941870396,1.9449843776220295,0.47121135941870396,1,2
M2_POSITIVE_ONLY,ETN,1,1,0,1,0,0,0.0,0.40934264387189706,1.8781603660004844,0.40934264387189706,1.8781603660004844,1,1
M2_POSITIVE_ONLY,GE,3,3,2,1,0,0,66.66666666666667,1.1876898891140195,1.4066490644506249,0.5277466815928282,1.6412238747297354,1,3
M2_POSITIVE_ONLY,GILD,1,1,0,1,0,0,0.0,0.7554296506137896,0.9611493322541367,0.7554296506137896,0.9611493322541367,1,1
M2_POSITIVE_ONLY,GOOG,2,2,2,0,0,0,100.0,2.3510442718737448,1.9092315723738664,2.3510442718737448,1.9092315723738664,1,2
M2_POSITIVE_ONLY,GS,5,5,3,2,0,0,60.0,1.731925227024139,1.1911869866223943,1.0654944634901002,1.0905780257244684,1,5
M2_POSITIVE_ONLY,HAL,3,3,2,1,0,0,66.66666666666667,0.8378154156213524,1.3758321573181291,0.9288824383164014,0.9724238026124843,1,3
M2_POSITIVE_ONLY,HD,5,5,3,2,0,0,60.0,1.3843024993565853,1.0753887809695262,1.5004167824395707,0.532038834951458,1,5
M2_POSITIVE_ONLY,HON,3,3,3,0,0,0,100.0,2.5756584091312327,0.2510367399486009,3.4878144482713522,0.23802624498074623,1,3
M2_POSITIVE_ONLY,HOOD,3,3,3,0,0,0,100.0,3.6481081073798265,1.2236075415342524,3.2685976046189795,1.3515358361774674,1,3
M2_POSITIVE_ONLY,IBM,4,4,3,1,0,0,75.0,1.8983976635543485,1.2941947475502333,1.785440580627836,1.5702230053236048,1,4
M2_POSITIVE_ONLY,INTC,5,5,5,0,0,0,100.0,2.234511788922494,3.724604884955099,1.1728367274150089,3.6732675150754193,1,5
M2_POSITIVE_ONLY,ISRG,3,3,3,0,0,0,100.0,2.838611352016759,0.9658516606320884,1.3935867947503657,0.24724657226343508,1,3
M2_POSITIVE_ONLY,IWM,5,4,3,1,0,1,75.0,0.8400453543125866,1.0124339404804394,0.7233402563918864,0.3679529611892848,1,5
M2_POSITIVE_ONLY,JNJ,6,6,3,3,0,0,50.0,0.7424680200631456,1.027142278379895,0.5887640043295452,0.8706749768270396,1,6
M2_POSITIVE_ONLY,JPM,3,3,2,1,0,0,66.66666666666667,0.8619457657909648,0.6244123924971429,1.0396151486778895,0.2776289025925748,1,3
M2_POSITIVE_ONLY,KLAC,1,1,1,0,0,0,100.0,0.8274610292547422,5.872304078582106,0.8274610292547422,5.872304078582106,1,1
M2_POSITIVE_ONLY,LLY,7,7,7,0,0,0,100.0,2.1810752206889767,1.5414763374670122,2.1934352348285535,1.0101346476184159,1,7
M2_POSITIVE_ONLY,LMT,1,1,0,1,0,0,0.0,1.786949903127582,1.217651536119566,1.786949903127582,1.217651536119566,1,1
M2_POSITIVE_ONLY,LOW,3,3,2,1,0,0,66.66666666666667,1.828622442832322,0.5639209325118735,1.9974834853727557,0.3471167614006211,1,3
M2_POSITIVE_ONLY,LRCX,3,3,2,1,0,0,66.66666666666667,1.3398933906186885,4.720576803923584,1.0101909429652585,5.814032900930713,1,3
M2_POSITIVE_ONLY,LULU,4,3,3,0,1,0,100.0,3.4958570705627405,0.567522151854339,3.5762512319226407,0.6766970303731127,1,4
M2_POSITIVE_ONLY,MA,6,6,3,3,0,0,50.0,1.6926632684172567,0.6247651217059808,1.6045665158032998,0.6323283414786686,1,6
M2_POSITIVE_ONLY,MCD,2,2,0,2,0,0,0.0,0.3300795576369787,2.064393413122276,0.3300795576369787,2.064393413122276,1,2
M2_POSITIVE_ONLY,META,5,5,3,2,0,0,60.0,2.222837509386336,0.7054699791750523,2.256816651266224,0.6244257664953822,1,5
M2_POSITIVE_ONLY,MNDY,9,8,3,5,1,0,37.5,3.150296422901171,1.9500535890033817,2.915492957746469,1.8873239436619764,1,9
M2_POSITIVE_ONLY,MRK,2,2,2,0,0,0,100.0,1.94674899823967,0.2683487473198969,1.94674899823967,0.2683487473198969,1,2
M2_POSITIVE_ONLY,MRNA,2,1,1,0,1,0,100.0,2.362752156824664,4.6754039585807226,2.362752156824664,4.6754039585807226,1,2
M2_POSITIVE_ONLY,MRVL,6,6,5,1,0,0,83.33333333333333,2.1124877284288517,4.089474988539934,2.2870468161590205,3.5468507217779246,1,6
M2_POSITIVE_ONLY,MS,3,3,3,0,0,0,100.0,1.1054827740574298,0.47372477713092503,0.8950789812517578,0.3761985594347815,1,3
M2_POSITIVE_ONLY,MSFT,2,2,0,2,0,0,0.0,2.229839502919312,0.7534337692742545,2.229839502919312,0.7534337692742545,1,2
M2_POSITIVE_ONLY,MU,7,6,4,2,1,0,66.66666666666667,2.317594050666353,3.985624378830823,1.4924998745798537,2.9712955779674104,1,7
M2_POSITIVE_ONLY,NEE,4,4,2,2,0,0,50.0,0.6360530669928343,0.9923612248661284,0.6406169011953002,1.100960064750383,1,4
M2_POSITIVE_ONLY,NFLX,7,7,2,5,0,0,28.571428571428573,1.9184131696151607,0.7360600843386363,1.1529592621060691,0.5381165919282533,1,7
M2_POSITIVE_ONLY,NKE,6,6,3,3,0,0,50.0,0.8180859798868392,1.683005896281849,0.4785474945526085,1.5909072434783043,1,6
M2_POSITIVE_ONLY,NOW,6,6,3,3,0,0,50.0,2.5015846732303753,1.9079880777398415,2.1501227673629906,1.5212822238192993,1,6
M2_POSITIVE_ONLY,NVDA,4,4,1,3,0,0,25.0,1.1430771018174204,1.478465430001095,1.1765707570981077,1.152360525781772,1,4
M2_POSITIVE_ONLY,ORCL,7,7,3,4,0,0,42.857142857142854,2.019828128548163,1.3997463092644924,1.3068783068783063,1.6157434785465559,1,7
M2_POSITIVE_ONLY,OXY,9,9,4,5,0,0,44.44444444444444,1.4930137984157605,1.9358192426698568,1.2454152742684863,0.7114905727499086,1,9
M2_POSITIVE_ONLY,PANW,1,1,0,1,0,0,0.0,1.9500513171399207,1.6968867601778923,1.9500513171399207,1.6968867601778923,1,1
M2_POSITIVE_ONLY,PEP,3,3,3,0,0,0,100.0,0.8679082755658792,1.081284596563285,0.8875872944356789,1.377187054141334,1,3
M2_POSITIVE_ONLY,PFE,5,5,4,1,0,0,80.0,1.9859069197798327,0.47223035007137726,2.4500090073860554,0.6018602954586875,1,5
M2_POSITIVE_ONLY,PLTR,2,2,1,1,0,0,50.0,0.5356299484107971,1.8301364555160973,0.5356299484107971,1.8301364555160973,1,2
M2_POSITIVE_ONLY,PYPL,3,3,2,1,0,0,66.66666666666667,1.4867376936154348,1.3935589764503493,1.4812202433433193,0.9875032771126413,1,3
M2_POSITIVE_ONLY,QCOM,3,3,2,1,0,0,66.66666666666667,2.4288507555597048,0.9053892311765709,2.640510843927977,0.8148190761088313,1,3
M2_POSITIVE_ONLY,QQQ,1,1,0,1,0,0,0.0,0.22532037741163535,1.298408674834534,0.22532037741163535,1.298408674834534,1,1
M2_POSITIVE_ONLY,RBLX,2,2,1,1,0,0,50.0,2.7164456813568205,1.5170703871928506,2.7164456813568205,1.5170703871928506,1,2
M2_POSITIVE_ONLY,REGN,2,2,1,1,0,0,50.0,3.383857941751179,0.8187716883191362,3.383857941751179,0.8187716883191362,1,2
M2_POSITIVE_ONLY,RTX,2,2,1,1,0,0,50.0,2.5159657451864526,0.36007307069317046,2.5159657451864526,0.36007307069317046,1,2
M2_POSITIVE_ONLY,SBUX,4,4,2,2,0,0,50.0,1.6514494885154036,0.9759259677061616,1.7914190561234542,0.925790620325974,1,4
M2_POSITIVE_ONLY,SCHW,3,3,3,0,0,0,100.0,2.076146551856626,0.7822156954962182,1.163099474215305,0.9400393010781145,1,3
M2_POSITIVE_ONLY,SHOP,5,5,3,2,0,0,60.0,4.778015201669002,0.5665500235405092,4.388556168633536,0.709870876935314,1,5
M2_POSITIVE_ONLY,SLB,6,6,1,5,0,0,16.666666666666668,1.2889045953298106,1.1317920267945167,1.3556880636155335,1.0787931787915315,1,6
M2_POSITIVE_ONLY,SNOW,5,5,3,2,0,0,60.0,2.318017285781091,2.897106173711431,2.4415925836244594,2.7430903870766916,1,5
