research_period,vwap_warning_state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
DISCOVERY,NO_VWAP_WARNING,20,20,14,6,0,0,70.0,1.926634229434347,0.8134628012153922,1.5545269455105406,0.46100185654920056,15,18
DISCOVERY,PERSISTENT_VWAP_WARNING,127,127,79,48,0,0,62.20472440944882,1.2953867683214026,1.3826456513000691,0.9950411066161929,0.9726443768996944,74,86
DISCOVERY,VWAP_WARNING_RECOVERED,4026,3931,1987,1944,14,81,50.54693462223353,1.2861122114303416,1.2406681026109916,0.9077780113079447,0.8793889434043174,112,158
VALIDATION,NO_VWAP_WARNING,18,18,16,2,0,0,88.88888888888889,3.4534483255177553,1.017138383825276,3.299011056779747,0.4778747151749282,16,17
VALIDATION,PERSISTENT_VWAP_WARNING,127,124,74,50,2,1,59.67741935483871,1.8106822429104161,1.6916197767880736,1.3301364388879446,1.1949607084944402,79,85
VALIDATION,VWAP_WARNING_RECOVERED,3989,3898,1908,1990,65,26,48.94817855310416,1.6574172940982372,1.5492286871074181,1.1638316920322265,1.1230322567169502,112,159
