feature,role,edge_0,edge_1,edge_2,edge_3,edge_4,edge_5
a47_center_to_nearest_tech_abs_pct,PRIMARY_NEAREST,0.0005177745900573934,0.02747813312425452,0.06070658505335346,0.12279248857956288,0.3431912742849046,5.210712025607301
a47_center_to_mean_tech_abs_pct,PRIMARY_MEAN,0.02282674669081786,0.1332028718381579,0.2146520363452354,0.33891675773108054,0.6172059794671375,5.606501848133532
a47_center_to_ema9_abs_pct,ROBUSTNESS_EMA9,0.0010645260389558634,0.05245131580484628,0.13472001334663405,0.29093038653770653,0.5627424146404502,5.481719543473042
a47_center_to_ema20_abs_pct,ROBUSTNESS_EMA20,0.0005177745900573934,0.09007661249155687,0.1604923756069503,0.2687347045526296,0.4808556127872805,5.210712025607301
a47_center_to_vwap_abs_pct,ROBUSTNESS_VWAP,0.0026335538850807364,0.1315743406370235,0.27046748013870797,0.5339101371957387,1.0161884266500505,6.356690907152074
