symbol,trade_date,direction,architecture,decision_candle,entry_timestamp,pm_directional_level,ah_directional_level,pd_directional_level,ema9,ema20,c2_vwap,a47_structural_center_price,a47_center_to_ema9_abs_pct,a47_center_to_ema20_abs_pct,a47_center_to_vwap_abs_pct,a47_center_to_nearest_tech_abs_pct,a47_center_to_mean_tech_abs_pct
AAPL,2025-07-29,BULL,AE2_RECLAIM,2,2025-07-29 13:31:00+00:00,214.29,214.28,214.845,214.31248408347767,214.2098889326495,214.46473824696233,214.47166666666666,0.07422079832875833,0.12205702416814584,0.003230459207978053,0.003230459207978053,0.06650276056829407
AAPL,2025-08-06,BULL,AE2_RECLAIM,2,2025-08-06 13:31:00+00:00,206.91,203.1,205.34,206.3248036460993,206.15920875973967,206.78520672498965,205.11666666666667,0.5889999087182693,0.5082678604402351,0.8134590355031973,0.5082678604402351,0.6369089348872339
AAPL,2025-08-07,BEAR,AE2_RECLAIM,2,2025-08-07 13:31:00+00:00,217.93,211.32,205.59,218.21144016428084,218.5379695346808,217.8117319385924,211.61333333333334,3.1180014638085973,3.272306188022551,2.929115338632911,2.929115338632911,3.106474330154686
AAPL,2025-08-08,BEAR,AE2_RECLAIM,2,2025-08-08 13:31:00+00:00,220.28,220.0,216.58,220.73018849541438,220.8473756944257,220.46512369826917,218.95333333333335,0.8115223162078833,0.8650438576374018,0.6904623656193799,0.6904623656193799,0.7890095131548883
AAPL,2025-08-12,BULL,AE2_RECLAIM,2,2025-08-12 13:31:00+00:00,228.47,227.6,229.56,228.33062948980842,228.04617983971508,228.9178324620796,228.54333333333332,0.09306937131903778,0.21753139169154306,0.16386351038297567,0.09306937131903778,0.15815475779785215
AAPL,2025-08-13,BULL,AE2_RECLAIM,2,2025-08-13 13:31:00+00:00,231.23,229.6791,230.8,231.1523991827294,230.9286997921286,231.6303045361154,230.5697,0.2527214906075626,0.155701201037517,0.4599930242852342,0.155701201037517,0.28947190531010464
AAPL,2025-08-20,BEAR,AE2_RECLAIM,2,2025-08-20 13:31:00+00:00,228.51,229.77,229.35,229.54708029769043,229.424539915707,229.75624134014177,229.21,0.14706177640173645,0.09359971890710655,0.2383147943552908,0.09359971890710655,0.15965876322137793
AAPL,2025-09-03,BEAR,AE2_RECLAIM,2,2025-09-03 13:31:00+00:00,235.18,228.81,226.97,237.0201827516801,237.31461062059034,237.04764655680486,230.32000000000002,2.9090755260854784,3.036909786640466,2.920999720738469,2.9090755260854784,2.955661677821471
AAPL,2025-09-05,BEAR,AE2_RECLAIM,2,2025-09-05 13:31:00+00:00,238.76,238.0902,236.74,239.82000156025038,239.82548290091498,239.7650151056772,237.86339999999998,0.8225736116823316,0.8248780186085766,0.7994567914514058,0.7994567914514058,0.8156361405807714
AAPL,2025-09-08,BEAR,AE2_RECLAIM,2,2025-09-08 13:31:00+00:00,239.29,239.01,238.4901,239.56571077997802,239.79514894078142,239.23985797170775,238.9300333333333,0.2660517130376269,0.36207905526936146,0.12967170097959085,0.12967170097959085,0.2526008230955264
AAPL,2025-09-10,BEAR,AE2_RECLAIM,2,2025-09-10 13:31:00+00:00,231.52,233.0,233.36,232.38121208010654,232.92659146084142,231.38406588632003,232.62666666666667,0.10551438065002391,0.12892967021898763,0.5341609361265409,0.10551438065002391,0.2562016623318508
AAPL,2025-09-12,BULL,AE2_RECLAIM,2,2025-09-12 13:31:00+00:00,230.1,230.05,230.45,229.54215269194617,229.39813813650935,229.97355086314226,230.19999999999996,0.28577207126576415,0.3483326948265052,0.09837060680177913,0.09837060680177913,0.2441584576313495
